0000001089,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:42:39 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:02:17,    137147,   316.3426,  1.64646e-08,  3.63589e-09,  1.26870e-08,  9.58148e-09,  2.10270e-09,  3.17125e-09,  2.80467e-09,  1.63507e-09,
00:02:17,    137486,   317.7812,  1.59344e-08,  4.15547e-09,  1.35767e-08,  1.09832e-08,  3.03795e-09,  3.17125e-09,  3.50450e-09,  1.16852e-09,
00:02:17,    137824,   318.9303,  1.64646e-08,  3.63589e-09,  1.26860e-08,  1.09832e-08,  3.03795e-09,  3.50526e-09,  3.50557e-09,  1.16852e-09,
00:02:18,    138162,   320.3675,  1.59344e-08,  3.89508e-09,  1.33535e-08,  1.02823e-08,  2.10377e-09,  3.00462e-09,  2.80467e-09,  1.16852e-09,
00:02:18,    138500,   321.5166,  1.54018e-08,  3.89508e-09,  1.40221e-08,  9.58148e-09,  1.86942e-09,  2.67061e-09,  2.57140e-09,  1.40180e-09,
00:02:18,    138838,   323.2421,  1.69948e-08,  3.63469e-09,  1.26860e-08,  1.07500e-08,  2.10377e-09,  3.33864e-09,  3.50557e-09,  1.16852e-09,
00:02:19,    139176,   324.1043,  1.64646e-08,  3.89508e-09,  1.26860e-08,  1.05156e-08,  2.57032e-09,  3.67189e-09,  3.97320e-09,  1.16852e-09,
00:02:19,    139514,   325.5416,  1.85902e-08,  3.37550e-09,  1.24638e-08,  1.07500e-08,  2.80467e-09,  4.00591e-09,  3.73885e-09,  1.16852e-09,
00:02:19,    139852,   327.2671,  1.59344e-08,  3.89508e-09,  1.31313e-08,  1.00491e-08,  1.86942e-09,  3.00462e-09,  2.57140e-09,  1.63507e-09,
00:02:20,    140191,   328.7044,  1.59344e-08,  3.11511e-09,  1.33535e-08,  9.81583e-09,  2.10377e-09,  2.67137e-09,  3.27122e-09,  9.35250e-10,
00:02:20,    140529,   329.5652,  1.69948e-08,  3.37550e-09,  1.29091e-08,  9.81475e-09,  2.10377e-09,  3.17125e-09,  3.50557e-09,  9.34175e-10,
00:02:20,    140867,   331.2908,  1.27485e-08,  4.41467e-09,  1.26870e-08,  9.11385e-09,  1.63615e-09,  2.50321e-09,  2.10377e-09,  1.86942e-09,
00:02:21,    141206,   332.7280,  1.64646e-08,  3.63469e-09,  1.33535e-08,  9.58148e-09,  1.40180e-09,  2.50398e-09,  2.57032e-09,  2.33705e-09,
00:02:21,    141544,   333.8784,  1.54018e-08,  3.37550e-09,  1.29091e-08,  9.81583e-09,  1.40180e-09,  2.67061e-09,  2.57032e-09,  1.63507e-09,
00:02:21,    141882,   335.3157,  1.54018e-08,  4.67386e-09,  1.35767e-08,  1.02823e-08,  1.86942e-09,  3.00462e-09,  2.80467e-09,  1.86942e-09,
00:02:22,    142220,   336.7517,  1.43415e-08,  4.93306e-09,  1.37989e-08,  9.81583e-09,  1.40180e-09,  2.83723e-09,  2.80360e-09,  1.86942e-09,
00:02:22,    142558,   338.1890,  1.54018e-08,  4.41467e-09,  1.42442e-08,  9.34820e-09,  1.16852e-09,  2.83800e-09,  2.57032e-09,  1.86942e-09,
00:02:22,    142897,   339.3393,  1.69972e-08,  4.93306e-09,  1.22407e-08,  1.00491e-08,  2.33705e-09,  3.33864e-09,  3.03795e-09,  1.16852e-09,
00:02:23,    143236,   340.7767,  1.54018e-08,  4.93306e-09,  1.29082e-08,  9.58148e-09,  1.40180e-09,  3.00462e-09,  3.03795e-09,  1.63615e-09,
00:02:23,    143574,   342.2139,  1.59344e-08,  4.67386e-09,  1.31313e-08,  9.34713e-09,  1.16852e-09,  3.17125e-09,  2.57032e-09,  1.86942e-09,
00:02:23,    143912,   343.6499,  1.91203e-08,  3.37550e-09,  1.37989e-08,  9.81475e-09,  2.10270e-09,  3.17201e-09,  3.27122e-09,  4.67625e-10,
00:02:24,    144251,   344.8003,  1.59344e-08,  3.89508e-09,  1.37989e-08,  9.81475e-09,  2.10270e-09,  3.17125e-09,  3.27230e-09,  9.35250e-10,
00:02:24,    144589,   346.2376,  1.69948e-08,  4.15428e-09,  1.33546e-08,  1.02823e-08,  2.33705e-09,  3.33864e-09,  3.27122e-09,  1.16852e-09,
00:02:24,    144927,   347.3866,  1.75274e-08,  2.85591e-09,  1.40221e-08,  8.17968e-09,  1.86942e-09,  3.33864e-09,  3.50450e-09,  4.67625e-10,
00:02:25,    145266,   349.1122,  1.64646e-08,  2.85591e-09,  1.33535e-08,  8.41295e-09,  1.63615e-09,  2.83800e-09,  3.27122e-09,  7.00900e-10,
00:02:25,    145604,   350.5495,  1.64646e-08,  3.37550e-09,  1.40210e-08,  9.11493e-09,  2.10270e-09,  3.50526e-09,  3.03795e-09,  7.00900e-10,
00:02:25,    145942,   351.6998,  1.64646e-08,  3.11630e-09,  1.40221e-08,  7.24442e-09,  1.40287e-09,  2.67061e-09,  2.33705e-09,  9.34175e-10,
00:02:26,    146281,   352.8489,  1.69948e-08,  3.37550e-09,  1.44664e-08,  7.47770e-09,  1.63615e-09,  3.00462e-09,  2.57140e-09,  7.00900e-10,
00:02:26,    146619,   354.5744,  1.69948e-08,  3.37550e-09,  1.44664e-08,  7.71205e-09,  1.40287e-09,  3.33864e-09,  2.57032e-09,  2.34350e-10,
00:02:26,    146957,   356.0117,  1.59320e-08,  3.63469e-09,  1.49117e-08,  6.54352e-09,  9.34175e-10,  2.83723e-09,  1.86942e-09,  1.63615e-09,
00:02:27,    147295,   357.1608,  1.59344e-08,  3.37550e-09,  1.53571e-08,  7.01007e-09,  1.16852e-09,  2.50398e-09,  1.40180e-09,  9.34175e-10,
00:02:27,    147634,   358.5981,  1.75274e-08,  3.11630e-09,  1.55792e-08,  6.30917e-09,  7.00900e-10,  2.67061e-09,  1.40180e-09,  9.34175e-10,
00:02:27,    147972,   359.4602,  1.48716e-08,  4.15428e-09,  1.53571e-08,  6.54352e-09,  1.40287e-09,  2.67061e-09,  2.10270e-09,  1.16852e-09,
00:02:28,    148310,   361.4727,  1.38089e-08,  4.15428e-09,  1.49117e-08,  6.54352e-09,  7.00900e-10,  3.00462e-09,  1.86942e-09,  1.63615e-09,
00:02:28,    148648,   362.3348,  1.48716e-08,  3.11511e-09,  1.60247e-08,  5.60827e-09,  4.67625e-10,  2.50398e-09,  1.40180e-09,  1.16852e-09,
00:02:28,    148987,   363.7721,  1.54018e-08,  3.89508e-09,  1.55792e-08,  5.84262e-09,  1.63615e-09,  3.33864e-09,  1.40180e-09,  1.16852e-09,
00:02:29,    149324,   365.4963,  1.38113e-08,  2.85591e-09,  1.64700e-08,  4.90737e-09,  4.67625e-10,  2.50398e-09,  7.00900e-10,  7.00900e-10,
00:02:29,    149662,   367.2219,  1.54018e-08,  3.63469e-09,  1.58025e-08,  5.37500e-09,  7.00900e-10,  2.83723e-09,  1.63507e-09,  1.16852e-09,
00:02:30,    150001,   368.0840,  1.38089e-08,  4.67386e-09,  1.78061e-08,  4.67410e-09,  2.34350e-10,  2.83723e-09,  7.00900e-10,  1.40180e-09,
00:02:30,    150338,   369.2344,  1.27461e-08,  3.37550e-09,  1.75829e-08,  3.50557e-09,  4.67625e-10,  2.33736e-09,  7.00900e-10,  1.16852e-09,
00:02:30,    150677,   370.6717,  1.64646e-08,  3.37550e-09,  1.75829e-08,  4.20647e-09,  1.40180e-09,  3.17125e-09,  1.40180e-09,  2.34350e-10,
00:02:31,    151015,   371.8207,  1.59320e-08,  3.11630e-09,  1.78050e-08,  4.44082e-09,  1.40180e-09,  2.83800e-09,  1.63615e-09,  2.33275e-10,
00:02:31,    151353,   373.5463,  1.43390e-08,  3.89508e-09,  1.80282e-08,  3.97320e-09,  9.35250e-10,  2.83800e-09,  9.35250e-10,  7.01975e-10,
00:02:31,    151691,   374.6953,  1.38089e-08,  3.89508e-09,  1.75829e-08,  3.03795e-09,  4.67625e-10,  2.83723e-09,  7.00900e-10,  1.40180e-09,
00:02:32,    152029,   375.8443,  1.48716e-08,  4.15547e-09,  1.98087e-08,  3.03795e-09,  4.67625e-10,  3.00462e-09,  2.34350e-10,  1.63615e-09,
00:02:32,    152367,   376.9947,  1.64646e-08,  3.37550e-09,  2.11437e-08,  3.73885e-09,  9.35250e-10,  3.17125e-09,  1.16852e-09,  4.67625e-10,
00:02:32,    152704,   378.7190,  1.38089e-08,  3.89508e-09,  2.20333e-08,  2.57032e-09,  2.33275e-10,  2.67061e-09, -2.33275e-10,  1.16852e-09,
00:02:33,    153042,   380.1562,  1.59320e-08,  3.63469e-09,  2.27019e-08,  3.27230e-09,  7.01975e-10,  3.33864e-09,  7.01975e-10,  1.16852e-09,
00:02:33,    153380,   381.5949,  1.59320e-08,  3.63469e-09,  2.27019e-08,  3.03795e-09,  9.35250e-10,  3.33864e-09,  7.01975e-10,  4.67625e-10,
00:02:33,    153718,   382.7439,  1.54018e-08,  3.89508e-09,  2.47055e-08,  2.80467e-09,  7.01975e-10,  3.33864e-09,  4.67625e-10,  9.35250e-10,
00:02:34,    154056,   384.1799,  1.48716e-08,  4.41467e-09,  2.55952e-08,  2.10377e-09,  0.00000e+00,  2.83723e-09,  0.00000e+00,  1.16852e-09,
00:02:34,    154393,   385.6185,  1.32787e-08,  3.89508e-09,  2.69312e-08,  2.10270e-09,  2.34350e-10,  3.00462e-09,  0.00000e+00,  9.35250e-10,
00:02:34,    154731,   386.7676,  1.54018e-08,  3.89508e-09,  2.80442e-08,  1.40180e-09, -2.34350e-10,  3.17125e-09, -4.67625e-10,  9.35250e-10,
00:02:35,    155069,   388.2062,  1.43415e-08,  3.37550e-09,  3.07143e-08,  1.86942e-09,  0.00000e+00,  2.83723e-09, -4.67625e-10,  9.34175e-10,
00:02:35,    155407,   389.6421,  1.59320e-08,  3.63589e-09,  3.07143e-08,  3.03795e-09,  7.01975e-10,  3.50526e-09,  4.67625e-10,  9.35250e-10,
00:02:35,    155746,   390.5043,  1.54018e-08,  4.15428e-09,  3.33844e-08,  2.10270e-09,  2.33275e-10,  3.50604e-09,  2.34350e-10,  1.16852e-09,
00:02:36,    156084,   392.2285,  1.69948e-08,  4.41467e-09,  3.53890e-08,  1.63507e-09, -2.33275e-10,  2.50398e-09, -4.67625e-10,  1.16852e-09,
00:02:36,    156422,   393.3789,  1.75274e-08,  3.37550e-09,  3.71684e-08,  2.33705e-09,  7.00900e-10,  3.17201e-09,  4.67625e-10,  2.33275e-10,
00:02:36,    156761,   395.1044,  1.69972e-08,  3.89508e-09,  3.89488e-08,  2.10377e-09,  7.01975e-10,  3.33864e-09,  4.67625e-10,  1.16852e-09,
00:02:37,    157099,   396.5417,  1.75274e-08,  4.15428e-09,  4.05080e-08,  1.86942e-09,  2.33275e-10,  3.33864e-09,  2.33275e-10,  7.01975e-10,
00:02:37,    157437,   397.6908,  1.75274e-08,  3.63589e-09,  4.27328e-08,  2.33705e-09,  7.00900e-10,  3.33864e-09,  4.67625e-10,  2.33275e-10,
00:02:37,    157776,   399.4163,  1.85902e-08,  3.37550e-09,  4.54039e-08,  2.57032e-09,  7.00900e-10,  3.67266e-09,  9.35250e-10,  0.00000e+00,
00:02:38,    158114,   400.5654,  1.80575e-08,  4.15547e-09,  4.67390e-08,  2.10377e-09,  7.01975e-10,  3.83929e-09,  2.34350e-10,  7.01975e-10,
00:02:38,    158452,   402.0026,  1.75274e-08,  2.85591e-09,  5.03008e-08,  1.40287e-09,  0.00000e+00,  3.33864e-09,  2.33275e-10,  2.34350e-10,
00:02:38,    158791,   403.1530,  2.17761e-08,  3.37550e-09,  5.31941e-08,  2.33705e-09,  2.33275e-10,  3.33864e-09,  4.67625e-10,  0.00000e+00,
00:02:39,    159129,   404.5903,  2.07158e-08,  3.37550e-09,  5.67549e-08,  1.86942e-09,  4.67625e-10,  3.50526e-09,  4.67625e-10,  2.33275e-10,
00:02:39,    159467,   406.0276,  2.12459e-08,  3.11511e-09,  5.83131e-08,  1.63615e-09, -2.34350e-10,  3.33864e-09,  0.00000e+00,  9.35250e-10,
00:02:39,    159805,   407.4649,  1.91203e-08,  2.85591e-09,  6.20961e-08,  1.40287e-09,  0.00000e+00,  3.33864e-09,  0.00000e+00,  2.33275e-10,
00:02:40,    160143,   408.6140,  2.01831e-08,  2.85591e-09,  6.47672e-08,  1.63615e-09,  0.00000e+00,  3.00462e-09,  0.00000e+00,  9.34175e-10,
00:02:40,    160481,   409.7643,  2.28389e-08,  2.85591e-09,  6.54348e-08,  1.63615e-09,  2.34350e-10,  3.17201e-09,  2.34350e-10,  4.67625e-10,
00:02:40,    160819,   411.4886,  2.28389e-08,  3.63469e-09,  7.07759e-08,  1.40287e-09,  0.00000e+00,  3.33864e-09,  2.34350e-10,  4.67625e-10,
00:02:41,    161157,   412.6389,  2.01831e-08,  3.89508e-09,  7.32249e-08,  1.40287e-09,  0.00000e+00,  3.00462e-09,  2.34350e-10,  9.35250e-10,
00:02:41,    161496,   414.3631,  2.28389e-08,  3.37550e-09,  7.56729e-08,  9.34175e-10,  0.00000e+00,  3.50604e-09, -2.34350e-10,  1.16852e-09,
00:02:41,    161834,   415.2253,  2.28389e-08,  3.11511e-09,  7.83440e-08,  1.16852e-09, -2.34350e-10,  3.33864e-09, -4.67625e-10,  7.00900e-10,
00:02:42,    162172,   416.3743,  2.33689e-08,  4.15428e-09,  8.32409e-08,  2.10377e-09,  2.34350e-10,  3.67266e-09,  2.34350e-10,  7.01975e-10,
00:02:42,    162510,   418.3881,  2.07133e-08,  4.41467e-09,  8.34620e-08,  1.40287e-09,  2.34350e-10,  3.50526e-09,  0.00000e+00,  9.35250e-10,
00:02:42,    162848,   419.2489,  2.54945e-08,  3.63589e-09,  8.70238e-08,  1.16852e-09,  0.00000e+00,  2.83723e-09, -2.34350e-10,  7.01975e-10,
00:02:43,    163185,   420.6875,  2.38991e-08,  3.63469e-09,  8.79146e-08,  9.34175e-10, -2.34350e-10,  3.00462e-09, -2.34350e-10,  9.35250e-10,
00:02:43,    163523,   422.4118,  2.44318e-08,  3.63469e-09,  9.23650e-08,  1.16852e-09, -2.34350e-10,  2.67061e-09, -2.33275e-10,  7.01975e-10,
00:02:43,    163861,   423.2739,  2.28389e-08,  3.63469e-09,  9.61486e-08,  9.34175e-10,  0.00000e+00,  3.17125e-09, -2.33275e-10,  4.67625e-10,
00:02:44,    164198,   424.4229,  2.49618e-08,  3.37550e-09,  9.57038e-08,  9.34175e-10, -2.33275e-10,  3.17125e-09, -2.33275e-10,  7.00900e-10,
00:02:44,    164537,   425.8602,  2.49643e-08,  3.89508e-09,  9.52590e-08,  1.16852e-09,  2.34350e-10,  3.33864e-09,  0.00000e+00,  7.01975e-10,
00:02:44,    164876,   427.5858,  2.49618e-08,  3.37550e-09,  9.79286e-08,  9.35250e-10,  0.00000e+00,  3.17125e-09, -2.34350e-10,  9.35250e-10,
00:02:45,    165213,   429.0231,  2.38991e-08,  3.89508e-09,  9.99324e-08,  4.67625e-10,  0.00000e+00,  3.17125e-09, -2.34350e-10,  9.35250e-10,
00:02:45,    165552,   430.4604,  2.54945e-08,  3.37550e-09,  9.94876e-08,  1.40287e-09,  2.34350e-10,  3.67266e-09,  4.67625e-10,  7.01975e-10,
00:02:45,    165890,   431.0342,  2.33689e-08,  3.89508e-09,  1.01936e-07,  1.40180e-09,  2.34350e-10,  3.67189e-09,  0.00000e+00,  1.16852e-09,
00:02:46,    166229,   433.0480,  2.28389e-08,  4.15428e-09,  1.02604e-07,  1.16852e-09,  0.00000e+00,  3.17125e-09, -4.67625e-10,  1.16852e-09,
00:02:46,    166567,   434.4853,  2.49643e-08,  3.37550e-09,  1.03048e-07,  1.63615e-09,  2.34350e-10,  3.67266e-09,  4.67625e-10,  7.01975e-10,
00:02:46,    166905,   435.6344,  2.39016e-08,  2.85711e-09,  1.01045e-07,  1.40287e-09,  2.34350e-10,  3.67266e-09,  2.34350e-10,  9.35250e-10,
00:02:47,    167243,   437.0717,  2.17761e-08,  3.37550e-09,  1.02826e-07,  1.40287e-09,  2.33275e-10,  3.33864e-09,  4.67625e-10,  4.67625e-10,
00:02:47,    167581,   437.6455,  2.17761e-08,  4.15428e-09,  1.03715e-07,  1.16852e-09,  2.34350e-10,  3.67189e-09,  0.00000e+00,  9.35250e-10,
00:02:47,    167919,   439.3711,  1.91203e-08,  3.89508e-09,  1.04161e-07,  7.00900e-10, -4.67625e-10,  3.17125e-09, -4.67625e-10,  9.35250e-10,
00:02:48,    168257,   440.8084,  2.28389e-08,  2.59672e-09,  1.03715e-07,  1.63615e-09,  4.67625e-10,  3.67266e-09,  2.34350e-10,  0.00000e+00,
00:02:48,    168594,   442.5326,  1.80575e-08,  3.37550e-09,  1.04161e-07,  7.00900e-10, -2.34350e-10,  3.00462e-09, -2.34350e-10,  1.16852e-09,
00:02:48,    168932,   443.9699,  2.17761e-08,  4.15428e-09,  1.03939e-07,  1.86942e-09,  2.34350e-10,  3.17201e-09,  4.67625e-10,  7.00900e-10,
00:02:49,    169270,   444.8320,  1.96530e-08,  3.89508e-09,  1.05274e-07,  1.63615e-09,  2.34350e-10,  3.33864e-09,  4.67625e-10,  4.67625e-10,
00:02:49,    169608,   446.5563,  1.80575e-08,  3.63589e-09,  1.01268e-07,  7.00900e-10,  0.00000e+00,  3.17125e-09,  2.34350e-10,  9.35250e-10,
00:02:49,    169947,   447.7079,  1.80600e-08,  3.37550e-09,  1.05274e-07,  1.63615e-09,  2.34350e-10,  3.33864e-09,  7.00900e-10,  4.67625e-10,
00:02:50,    170285,   449.4322,  1.85902e-08,  3.11630e-09,  1.03715e-07,  1.40180e-09,  4.67625e-10,  3.17201e-09,  2.34350e-10,  7.01975e-10,
00:02:50,    170623,   450.8695,  1.69948e-08,  3.63469e-09,  1.05941e-07,  1.63615e-09,  2.34350e-10,  3.17125e-09,  0.00000e+00,  1.16852e-09,
00:02:50,    170962,   452.0185,  1.80575e-08,  2.85591e-09,  1.05941e-07,  1.63615e-09,  4.67625e-10,  3.67266e-09,  7.00900e-10,  2.33275e-10,
00:02:51,    171300,   453.1689,  1.64646e-08,  2.59672e-09,  1.07500e-07,  1.63615e-09,  4.67625e-10,  3.50526e-09,  2.33275e-10, -2.33275e-10,
00:02:51,    171639,   454.6062,  1.54018e-08,  3.37550e-09,  1.07054e-07,  1.63615e-09,  4.67625e-10,  3.17125e-09,  7.00900e-10,  7.01975e-10,
00:02:51,    171977,   455.7552,  1.59344e-08,  3.11511e-09,  1.10170e-07,  7.00900e-10, -4.67625e-10,  3.00462e-09, -2.34350e-10,  9.35250e-10,
00:02:52,    172315,   457.4808,  1.75274e-08,  2.85591e-09,  1.09949e-07,  1.40287e-09,  0.00000e+00,  3.17125e-09,  0.00000e+00,  2.34350e-10,
00:02:52,    172653,   458.9181,  1.80575e-08,  2.59672e-09,  1.14176e-07,  1.63615e-09,  7.00900e-10,  3.33864e-09,  4.67625e-10,  2.33275e-10,
00:02:52,    172992,   460.3554,  1.64646e-08,  3.11511e-09,  1.15512e-07,  9.34175e-10, -7.00900e-10,  2.50398e-09, -2.34350e-10,  1.16852e-09,
00:02:53,    173331,   461.5044,  1.54043e-08,  2.85591e-09,  1.15290e-07,  9.35250e-10, -2.33275e-10,  3.00462e-09, -2.33275e-10,  7.00900e-10,
00:02:53,    173669,   462.9417,  1.64646e-08,  2.59672e-09,  1.18405e-07,  1.16852e-09, -2.33275e-10,  3.00462e-09,  0.00000e+00,  4.67625e-10,
00:02:54,    174007,   464.0921,  1.64646e-08,  3.63589e-09,  1.19072e-07,  7.00900e-10, -2.34350e-10,  2.83723e-09, -4.67625e-10,  1.16852e-09,
00:02:54,    174346,   464.9529,  1.59344e-08,  3.63469e-09,  1.18850e-07,  7.00900e-10,  0.00000e+00,  2.67061e-09, -4.67625e-10,  9.35250e-10,
00:02:54,    174683,   466.6784,  1.59344e-08,  2.85591e-09,  1.19740e-07,  9.35250e-10,  0.00000e+00,  2.83800e-09,  0.00000e+00,  9.35250e-10,
00:02:55,    175022,   468.1157,  1.69948e-08,  3.37550e-09,  1.20853e-07,  1.40180e-09,  2.34350e-10,  3.00462e-09,  0.00000e+00,  9.35250e-10,
00:02:55,    175361,   469.5530,  1.69948e-08,  3.89508e-09,  1.22411e-07,  9.34175e-10,  0.00000e+00,  3.17125e-09, -4.67625e-10,  1.16852e-09,
00:02:55,    175699,   470.9903,  1.75274e-08,  3.37550e-09,  1.23524e-07,  9.34175e-10, -4.67625e-10,  2.67061e-09, -4.67625e-10,  1.16852e-09,
00:02:56,    176037,   472.4276,  2.23063e-08,  3.11630e-09,  1.23747e-07,  1.63615e-09,  4.67625e-10,  3.17201e-09,  4.67625e-10,  4.67625e-10,
00:02:56,    176375,   473.8649,  2.12435e-08,  3.63469e-09,  1.24191e-07,  1.40287e-09,  2.33275e-10,  3.33864e-09,  4.67625e-10,  7.01975e-10,
00:02:56,    176713,   475.0153,  2.28389e-08,  3.63469e-09,  1.25306e-07,  1.16852e-09,  2.33275e-10,  2.67061e-09, -2.34350e-10,  1.63507e-09,
00:02:57,    177052,   475.8761,  2.44318e-08,  3.11630e-09,  1.25305e-07,  1.40180e-09,  4.67625e-10,  3.17125e-09,  4.67625e-10,  2.33275e-10,
00:02:57,    177391,   477.8899,  2.49643e-08,  3.37550e-09,  1.25305e-07,  1.63615e-09,  4.67625e-10,  3.00462e-09,  2.34350e-10,  4.67625e-10,
00:02:57,    177729,   479.3272,  2.49618e-08,  3.63469e-09,  1.24859e-07,  1.16852e-09,  2.34350e-10,  3.00462e-09,  2.33275e-10,  7.00900e-10,
00:02:58,    178067,   480.1880,  2.76177e-08,  2.85591e-09,  1.25306e-07,  1.63507e-09,  4.67625e-10,  3.17125e-09,  4.67625e-10,  4.67625e-10,
00:02:58,    178406,   481.6266,  2.76200e-08,  3.11630e-09,  1.24191e-07,  1.63615e-09,  2.33275e-10,  2.50398e-09,  4.67625e-10,  4.67625e-10,
00:02:58,    178744,   483.3508,  2.54945e-08,  3.11630e-09,  1.23748e-07,  1.63615e-09,  7.00900e-10,  2.83800e-09,  7.00900e-10,  4.67625e-10,
00:02:59,    179082,   484.5012,  2.92130e-08,  2.85591e-09,  1.21966e-07,  1.16852e-09,  0.00000e+00,  2.67137e-09, -4.67625e-10,  7.00900e-10,
00:02:59,    179419,   485.9385,  2.60270e-08,  3.63469e-09,  1.18850e-07,  1.86942e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  7.01975e-10,
00:02:59,    179757,   487.3758,  3.02734e-08,  2.85591e-09,  1.17293e-07,  1.40287e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  4.67625e-10,
00:03:00,    180096,   488.5248,  2.92107e-08,  2.85591e-09,  1.15734e-07,  1.63615e-09,  2.34350e-10,  3.17125e-09,  0.00000e+00,  2.33275e-10,
00:03:00,    180434,   489.9622,  2.76200e-08,  3.11630e-09,  1.15289e-07,  1.86942e-09,  7.00900e-10,  2.83800e-09,  7.00900e-10,  2.34350e-10,
00:03:00,    180772,   491.1125,  2.81502e-08,  3.37550e-09,  1.09726e-07,  9.34175e-10, -2.34350e-10,  2.16996e-09, -2.34350e-10,  1.16852e-09,
00:03:01,    181110,   492.8368,  2.81502e-08,  3.11630e-09,  1.07945e-07,  1.40287e-09, -4.67625e-10,  2.67137e-09,  0.00000e+00,  7.00900e-10,
00:03:01,    181447,   493.9858,  2.81502e-08,  2.59672e-09,  1.02604e-07,  1.63615e-09,  4.67625e-10,  2.33736e-09,  0.00000e+00,  9.34175e-10,
00:03:01,    181786,   495.4231,  2.97432e-08,  2.85591e-09,  1.01490e-07,  1.86942e-09,  7.00900e-10,  3.00462e-09,  4.67625e-10,  2.33275e-10,
00:03:02,    182123,   496.8604,  2.70875e-08,  3.11630e-09,  9.50362e-08,  1.86942e-09,  4.67625e-10,  3.17125e-09,  4.67625e-10,  2.33275e-10,
00:03:02,    182462,   498.0108,  2.60270e-08,  2.85591e-09,  9.19207e-08,  7.00900e-10, -4.67625e-10,  2.50398e-09, -4.67625e-10,  9.35250e-10,
00:03:02,    182801,   499.4481,  2.44318e-08,  2.85591e-09,  8.52434e-08,  1.16852e-09, -2.33275e-10,  2.33659e-09,  0.00000e+00,  7.00900e-10,
00:03:03,    183139,   500.8853,  2.81502e-08,  2.59672e-09,  8.12372e-08,  1.40287e-09,  2.33275e-10,  2.67061e-09,  2.33275e-10,  2.34350e-10,
00:03:03,    183477,   502.3227,  2.33689e-08,  3.63589e-09,  7.83440e-08,  1.16852e-09, -4.67625e-10,  2.33659e-09, -2.34350e-10,  1.16852e-09,
00:03:03,    183816,   503.7599,  2.23087e-08,  3.63589e-09,  7.25573e-08,  9.34175e-10, -7.00900e-10,  2.33659e-09, -4.67625e-10,  9.35250e-10,
00:03:04,    184153,   505.1973,  2.28389e-08,  2.33633e-09,  6.85502e-08,  1.16852e-09,  0.00000e+00,  2.33736e-09,  0.00000e+00,  4.67625e-10,
00:03:04,    184492,   506.3463,  2.17761e-08,  3.89508e-09,  6.65476e-08,  1.86942e-09,  4.67625e-10,  2.67137e-09,  0.00000e+00,  1.16852e-09,
00:03:04,    184830,   507.4953,  2.01831e-08,  3.63589e-09,  6.12064e-08,  7.00900e-10, -4.67625e-10,  2.33659e-09, -4.67625e-10,  1.16852e-09,
00:03:05,    185169,   508.6457,  2.07133e-08,  3.63469e-09,  5.69770e-08,  9.35250e-10,  0.00000e+00,  2.50398e-09, -4.67625e-10,  1.40180e-09,
00:03:05,    185507,   510.3712,  2.12435e-08,  3.89508e-09,  5.09672e-08,  1.86942e-09,  4.67625e-10,  3.00462e-09,  2.34350e-10,  9.35250e-10,
00:03:05,    185846,   511.2320,  2.07133e-08,  3.89508e-09,  4.80740e-08,  1.86942e-09,  4.67625e-10,  2.67137e-09,  2.34350e-10,  1.16852e-09,
00:03:06,    186184,   512.9576,  2.01831e-08,  3.63589e-09,  4.45131e-08,  2.10377e-09,  0.00000e+00,  2.50398e-09,  0.00000e+00,  9.35250e-10,
00:03:06,    186522,   514.1080,  2.07158e-08,  2.85711e-09,  4.07291e-08,  2.10270e-09,  7.00900e-10,  2.83800e-09,  7.00900e-10,  4.67625e-10,
00:03:06,    186860,   516.1204,  1.91203e-08,  3.37550e-09,  3.82812e-08,  2.10270e-09,  4.67625e-10,  3.00462e-09,  7.00900e-10,  7.01975e-10,
