0000000887,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",3:57:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.761,4.761,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.761,4.761,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.761,4.761,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.761,4.761,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.761,4.761,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.761,4.761,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:03:22,    202936,   779.3378,  3.05398e-09,  2.23958e-09,  9.38424e-09,  6.71875e-10,  0.00000e+00,  1.28001e-09,  2.24675e-10,  2.23600e-10,
00:03:23,    203283,   780.9906,  4.58095e-09,  2.23958e-09,  9.81114e-09,  6.71875e-10, -2.24675e-10,  1.28001e-09,  2.24675e-10,  2.24675e-10,
00:03:23,    203629,   782.0921,  3.05398e-09,  1.99113e-09,  9.59819e-09,  6.71875e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  2.24675e-10,
00:03:23,    203976,   783.7449,  3.56216e-09,  2.23958e-09,  9.17231e-09,  6.71875e-10, -2.23600e-10,  1.60021e-09,  0.00000e+00,  4.47200e-10,
00:03:24,    204323,   784.8476,  3.56216e-09,  1.74150e-09,  9.38424e-09,  6.71875e-10,  2.23600e-10,  1.28001e-09,  2.23600e-10,  2.23600e-10,
00:03:24,    204669,   786.2241,  4.07277e-09,  1.99113e-09,  9.38527e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  2.23600e-10,
00:03:25,    205016,   787.6019,  3.05398e-09,  2.48922e-09,  9.17129e-09,  6.71875e-10,  2.23600e-10,  1.27925e-09,  2.23600e-10,  4.47200e-10,
00:03:25,    205363,   789.2561,  5.08914e-09,  1.99113e-09,  1.04510e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09,  2.24675e-10,  6.71875e-10,
00:03:25,    205709,   790.6325,  3.56459e-09,  2.48922e-09,  9.59819e-09,  6.71875e-10,  0.00000e+00,  1.28001e-09, -2.23600e-10,  2.23600e-10,
00:03:26,    206056,   791.7340,  3.56216e-09,  2.48922e-09,  1.00251e-08,  6.71875e-10,  0.00000e+00,  1.27925e-09,  2.23600e-10,  4.48275e-10,
00:03:26,    206403,   793.1118,  4.07034e-09,  1.99113e-09,  8.74436e-09,  2.23600e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  2.23600e-10,
00:03:26,    206749,   794.7646,  4.07277e-09,  2.48802e-09,  9.17129e-09,  8.96550e-10,  0.00000e+00,  1.43973e-09, -2.23600e-10,  0.00000e+00,
00:03:27,    207096,   796.1411,  4.07277e-09,  2.23958e-09,  1.00251e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:03:27,    207443,   797.5202,  3.56216e-09,  1.74150e-09,  9.38527e-09,  6.71875e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:27,    207789,   798.8967,  5.59977e-09,  2.73767e-09,  9.81219e-09,  6.71875e-10,  2.23600e-10,  1.11954e-09, -2.24675e-10,  0.00000e+00,
00:03:28,    208136,   800.2732,  4.07277e-09,  1.99113e-09,  9.81219e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:28,    208483,   801.9273,  5.09159e-09,  1.99113e-09,  9.59819e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09, -2.23600e-10,  4.48275e-10,
00:03:28,    208829,   803.0287,  4.58095e-09,  2.23958e-09,  9.38424e-09,  8.95475e-10,  0.00000e+00,  1.59944e-09, -4.48275e-10,  2.23600e-10,
00:03:29,    209176,   804.4052,  4.58095e-09,  2.23958e-09,  9.59819e-09,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  4.48275e-10,
00:03:29,    209523,   805.5080,  4.07277e-09,  1.99113e-09,  9.81219e-09,  4.48275e-10,  2.24675e-10,  1.59944e-09,  0.00000e+00,  2.23600e-10,
00:03:29,    209869,   807.1608,  4.58095e-09,  2.73767e-09,  1.04520e-08,  8.95475e-10, -2.23600e-10,  1.12030e-09,  0.00000e+00,  0.00000e+00,
00:03:30,    210216,   808.2622,  3.56459e-09,  2.48922e-09,  9.59819e-09,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  2.23600e-10,
00:03:30,    210563,   809.9164,  3.05398e-09,  2.23958e-09,  1.04520e-08,  6.71875e-10,  2.24675e-10,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:03:30,    210909,   811.0165,  4.07034e-09,  2.23958e-09,  1.06640e-08,  6.71875e-10, -2.23600e-10,  1.28001e-09, -2.24675e-10,  2.24675e-10,
00:03:31,    211256,   812.6693,  4.07277e-09,  2.48922e-09,  9.81219e-09,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  4.47200e-10,
00:03:31,    211603,   814.3222,  3.56459e-09,  2.48922e-09,  1.04520e-08,  6.71875e-10,  2.23600e-10,  1.12030e-09,  0.00000e+00,  2.23600e-10,
00:03:31,    211949,   815.4250,  4.07034e-09,  2.48802e-09,  1.04510e-08,  4.48275e-10,  2.23600e-10,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:03:32,    212296,   816.8014,  4.58095e-09,  1.98994e-09,  1.04510e-08,  6.71875e-10,  0.00000e+00,  1.12030e-09,  0.00000e+00,  0.00000e+00,
00:03:32,    212643,   818.4542,  5.59977e-09,  2.73767e-09,  1.02381e-08,  4.47200e-10,  0.00000e+00,  1.28001e-09, -2.23600e-10,  0.00000e+00,
00:03:32,    212989,   819.5570,  3.56216e-09,  1.99113e-09,  1.02381e-08,  4.48275e-10,  0.00000e+00,  1.11954e-09, -2.23600e-10,  2.23600e-10,
00:03:33,    213336,   821.2099,  4.07034e-09,  1.74150e-09,  1.02381e-08,  8.95475e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:03:33,    213683,   822.3113,  5.59977e-09,  2.23958e-09,  1.04520e-08,  8.95475e-10,  2.23600e-10,  1.11954e-09,  0.00000e+00,  2.23600e-10,
00:03:34,    214029,   823.9641,  4.07277e-09,  2.48802e-09,  1.04510e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  0.00000e+00,
00:03:34,    214376,   825.0656,  3.05398e-09,  2.73767e-09,  1.06640e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  2.24675e-10,
00:03:34,    214723,   826.7183,  3.56459e-09,  2.98611e-09,  1.04510e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09,  2.24675e-10,  0.00000e+00,
00:03:35,    215069,   828.3712,  4.07277e-09,  2.48802e-09,  1.06650e-08,  4.48275e-10,  2.24675e-10,  1.60021e-09,  4.48275e-10,  4.48275e-10,
00:03:35,    215416,   829.4740,  5.08914e-09,  1.98994e-09,  1.10909e-08,  6.71875e-10,  0.00000e+00,  1.27925e-09,  0.00000e+00,  4.48275e-10,
00:03:35,    215763,   830.8504,  4.07277e-09,  2.23958e-09,  1.06640e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  0.00000e+00,
00:03:36,    216109,   831.9532,  3.56459e-09,  1.99113e-09,  1.04510e-08,  4.48275e-10, -2.24675e-10,  1.75993e-09,  0.00000e+00,  6.71875e-10,
00:03:36,    216456,   833.6060,  4.07277e-09,  2.73767e-09,  1.04510e-08,  6.71875e-10, -2.23600e-10,  1.43973e-09,  2.23600e-10,  0.00000e+00,
00:03:36,    216803,   834.7075,  4.58095e-09,  2.73647e-09,  1.13038e-08,  2.24675e-10,  0.00000e+00,  1.27925e-09,  0.00000e+00,  0.00000e+00,
00:03:37,    217149,   836.3603,  4.58095e-09,  2.23958e-09,  1.06640e-08,  4.47200e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  2.23600e-10,
00:03:37,    217496,   837.7381,  4.58095e-09,  2.23958e-09,  1.10919e-08,  6.71875e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  2.24675e-10,
00:03:37,    217843,   839.1146,  4.58095e-09,  2.48802e-09,  1.15178e-08,  4.48275e-10,  2.23600e-10,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:03:38,    218189,   840.2174,  4.07277e-09,  2.73647e-09,  1.08779e-08,  4.47200e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  4.47200e-10,
00:03:38,    218536,   841.8702,  4.58095e-09,  2.48922e-09,  1.08779e-08,  4.48275e-10, -2.24675e-10,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:03:38,    218883,   843.5230,  4.07034e-09,  2.23958e-09,  1.10909e-08,  4.48275e-10, -2.23600e-10,  1.27925e-09,  2.23600e-10,  2.24675e-10,
00:03:39,    219229,   844.6244,  4.07277e-09,  2.48802e-09,  1.13038e-08,  4.47200e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.47200e-10,
00:03:39,    219576,   846.0022,  4.07277e-09,  2.48802e-09,  1.13049e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09,  2.24675e-10,  4.48275e-10,
00:03:39,    219923,   847.3787,  4.58095e-09,  2.23958e-09,  1.15178e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:40,    220269,   849.0315,  3.56216e-09,  2.73647e-09,  1.17318e-08,  6.71875e-10,  2.24675e-10,  1.60021e-09,  0.00000e+00,  4.47200e-10,
00:03:40,    220616,   850.1343,  4.58095e-09,  1.99113e-09,  1.13049e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  2.23600e-10,
00:03:40,    220963,   851.5108,  3.56216e-09,  2.23958e-09,  1.23717e-08,  6.71875e-10, -2.23600e-10,  1.75993e-09,  2.23600e-10,  4.48275e-10,
00:03:41,    221309,   852.8886,  3.56216e-09,  1.98994e-09,  1.13049e-08,  4.48275e-10,  2.23600e-10,  1.60021e-09,  0.00000e+00,  2.23600e-10,
00:03:41,    221656,   854.5428,  5.08914e-09,  2.23958e-09,  1.21577e-08,  4.47200e-10, -2.23600e-10,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:03:42,    222003,   856.1956,  3.05398e-09,  2.23958e-09,  1.19437e-08,  4.48275e-10,  0.00000e+00,  1.28001e-09,  2.24675e-10,  6.71875e-10,
00:03:42,    222349,   857.2957,  5.09159e-09,  1.74150e-09,  1.23717e-08,  2.24675e-10,  0.00000e+00,  1.43973e-09,  4.47200e-10,  4.48275e-10,
00:03:42,    222696,   858.3984,  3.56216e-09,  2.73647e-09,  1.15178e-08,  6.71875e-10, -2.23600e-10,  1.28001e-09,  4.48275e-10,  4.47200e-10,
00:03:43,    223043,   859.7749,  4.07277e-09,  2.48802e-09,  1.23707e-08,  4.48275e-10, -2.24675e-10,  1.43973e-09,  2.24675e-10,  4.48275e-10,
00:03:43,    223389,   861.1527,  4.58095e-09,  2.23958e-09,  1.19448e-08,  8.95475e-10,  2.24675e-10,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:03:43,    223736,   862.8056,  4.58095e-09,  2.48802e-09,  1.23717e-08,  4.48275e-10,  0.00000e+00,  1.60021e-09,  2.23600e-10,  2.23600e-10,
00:03:44,    224083,   863.9070,  3.05398e-09,  2.48802e-09,  1.19448e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09,  2.23600e-10,  4.47200e-10,
00:03:44,    224429,   865.5598,  4.07277e-09,  1.99113e-09,  1.19448e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  2.23600e-10,
00:03:44,    224776,   866.6626,  4.07034e-09,  2.23958e-09,  1.23707e-08,  6.71875e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  4.47200e-10,
00:03:45,    225123,   868.5904,  3.56216e-09,  2.23958e-09,  1.32235e-08,  6.71875e-10,  2.23600e-10,  1.60021e-09,  2.23600e-10,  2.23600e-10,
00:03:45,    225469,   869.6932,  3.56459e-09,  2.48802e-09,  1.27976e-08,  6.71875e-10,  2.24675e-10,  1.28001e-09,  0.00000e+00,  0.00000e+00,
00:03:45,    225816,   870.7946,  3.56216e-09,  2.48802e-09,  1.27976e-08,  6.71875e-10,  2.23600e-10,  1.60021e-09,  0.00000e+00,  0.00000e+00,
00:03:46,    226163,   872.9989,  3.56216e-09,  1.99113e-09,  1.23707e-08,  4.48275e-10,  2.23600e-10,  1.59944e-09,  2.23600e-10,  2.23600e-10,
00:03:46,    226509,   873.8240,  4.07277e-09,  2.48922e-09,  1.36504e-08,  4.48275e-10,  2.24675e-10,  1.28001e-09,  2.23600e-10,  0.00000e+00,
00:03:46,    226856,   875.4781,  3.56459e-09,  2.48922e-09,  1.34374e-08,  6.71875e-10,  4.48275e-10,  1.75916e-09,  2.23600e-10,  0.00000e+00,
00:03:47,    227203,   876.8546,  3.56216e-09,  2.98611e-09,  1.40773e-08,  6.71875e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  2.23600e-10,
00:03:47,    227549,   878.2324,  4.58095e-09,  2.73767e-09,  1.38644e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:03:47,    227896,   879.3338,  3.56216e-09,  2.73767e-09,  1.40773e-08,  4.48275e-10,  0.00000e+00,  1.75916e-09,  0.00000e+00,  2.24675e-10,
00:03:48,    228243,   880.9866,  4.07034e-09,  2.48802e-09,  1.49312e-08,  2.23600e-10,  2.23600e-10,  1.60021e-09,  0.00000e+00,  2.23600e-10,
00:03:48,    228589,   882.0881,  4.58095e-09,  2.98611e-09,  1.47172e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09, -2.24675e-10,  2.24675e-10,
00:03:48,    228936,   883.7409,  4.58095e-09,  2.73767e-09,  1.49312e-08,  4.48275e-10,  2.24675e-10,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:03:49,    229283,   885.3950,  4.07034e-09,  2.48922e-09,  1.51442e-08,  6.71875e-10,  2.23600e-10,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:03:49,    229629,   886.7728,  4.07277e-09,  2.73767e-09,  1.51431e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.24675e-10,  0.00000e+00,
00:03:49,    229976,   887.8730,  5.08914e-09,  2.73767e-09,  1.51442e-08,  6.71875e-10,  2.24675e-10,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:03:50,    230323,   889.2508,  4.07277e-09,  2.48922e-09,  1.57840e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:50,    230669,   890.3522,  4.58095e-09,  2.73647e-09,  1.64239e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09, -2.24675e-10,  2.24675e-10,
00:03:51,    231016,   891.7300,  4.07277e-09,  2.73767e-09,  1.66369e-08,  4.47200e-10,  2.23600e-10,  1.12030e-09,  0.00000e+00,  2.23600e-10,
00:03:51,    231363,   893.3828,  4.58095e-09,  2.48922e-09,  1.62110e-08,  6.71875e-10,  2.24675e-10,  1.75993e-09,  0.00000e+00,  4.47200e-10,
00:03:51,    231709,   894.7606,  3.56216e-09,  2.48802e-09,  1.66369e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09, -2.23600e-10,  2.24675e-10,
00:03:52,    232056,   896.1371,  4.07277e-09,  2.98611e-09,  1.77027e-08,  2.23600e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  0.00000e+00,
00:03:52,    232402,   897.5149,  4.58095e-09,  2.48922e-09,  1.62110e-08,  4.48275e-10,  4.48275e-10,  1.59944e-09,  0.00000e+00,  4.48275e-10,
00:03:52,    232748,   899.1690,  4.07277e-09,  2.73647e-09,  1.64239e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09, -2.24675e-10,  2.24675e-10,
00:03:53,    233094,   900.2692,  3.56216e-09,  2.48802e-09,  1.70638e-08,  4.47200e-10,  2.24675e-10,  1.59944e-09,  0.00000e+00,  2.23600e-10,
00:03:53,    233441,   901.3720,  4.58095e-09,  2.48802e-09,  1.77037e-08,  8.95475e-10,  0.00000e+00,  1.11954e-09,  4.48275e-10,  2.24675e-10,
00:03:53,    233788,   903.0248,  3.56216e-09,  2.73767e-09,  1.85565e-08,  4.48275e-10,  2.23600e-10,  1.11954e-09,  2.23600e-10,  2.24675e-10,
00:03:54,    234134,   904.4013,  3.56216e-09,  2.48802e-09,  1.89824e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09, -2.24675e-10,  2.23600e-10,
00:03:54,    234481,   905.7790,  4.07277e-09,  2.23958e-09,  1.89834e-08,  6.71875e-10, -2.23600e-10,  1.11954e-09,  2.23600e-10,  4.48275e-10,
00:03:54,    234828,   907.4318,  4.07277e-09,  2.73647e-09,  1.98363e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  2.24675e-10,
00:03:55,    235174,   909.0860,  4.07277e-09,  2.48802e-09,  1.98363e-08,  4.47200e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:03:55,    235521,   909.9111,  4.07277e-09,  2.48802e-09,  1.89834e-08,  4.48275e-10,  2.23600e-10,  1.60021e-09,  2.24675e-10,  2.23600e-10,
00:03:55,    235868,   911.0125,  3.56216e-09,  2.98611e-09,  2.00492e-08,  6.71875e-10,  2.23600e-10,  1.75916e-09, -2.23600e-10,  4.48275e-10,
00:03:56,    236214,   913.2181,  4.07277e-09,  2.73767e-09,  2.04762e-08,  4.47200e-10,  2.24675e-10,  1.60021e-09,  2.24675e-10,  6.71875e-10,
00:03:56,    236561,   914.0432,  4.07277e-09,  2.73767e-09,  2.15430e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  2.24675e-10,
00:03:56,    236908,   915.6960,  4.07034e-09,  2.48802e-09,  2.21829e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  2.24675e-10,
00:03:57,    237254,   917.0738,  4.58095e-09,  2.48922e-09,  2.26088e-08,  6.71875e-10, -2.24675e-10,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:03:57,    237601,   918.1752,  3.05398e-09,  2.73767e-09,  2.26088e-08,  2.24675e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:03:57,    237948,   919.5531,  4.58095e-09,  2.73767e-09,  2.30357e-08,  8.95475e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  0.00000e+00,
00:03:58,    238294,   920.9295,  4.07277e-09,  2.48922e-09,  2.28228e-08,  4.48275e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  4.48275e-10,
00:03:58,    238641,   922.5824,  4.07034e-09,  2.48802e-09,  2.51683e-08,  4.48275e-10,  0.00000e+00,  1.27925e-09,  2.23600e-10,  0.00000e+00,
00:03:58,    238988,   923.9601,  4.07034e-09,  2.48802e-09,  2.55952e-08,  8.95475e-10,  2.23600e-10,  1.59944e-09, -2.24675e-10,  2.24675e-10,
00:03:59,    239334,   925.3379,  4.07277e-09,  2.73767e-09,  2.55952e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  2.24675e-10,
00:03:59,    239681,   926.7144,  4.07034e-09,  2.98611e-09,  2.62350e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:04:00,    240028,   928.0922,  4.58095e-09,  2.73647e-09,  2.49553e-08,  8.95475e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:04:00,    240374,   929.1936,  4.58095e-09,  2.48802e-09,  2.55952e-08,  2.23600e-10, -2.23600e-10,  1.43973e-09,  2.23600e-10,  2.24675e-10,
00:04:00,    240721,   930.8464,  4.07277e-09,  2.73767e-09,  2.70879e-08,  4.48275e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  4.48275e-10,
00:04:01,    241068,   932.2243,  4.07277e-09,  2.98611e-09,  2.66620e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09, -2.24675e-10,  2.24675e-10,
00:04:01,    241414,   933.8784,  2.54580e-09,  2.73767e-09,  2.70890e-08,  4.48275e-10,  2.23600e-10,  1.60021e-09,  2.23600e-10,  0.00000e+00,
00:04:01,    241761,   934.9786,  3.56216e-09,  2.98611e-09,  2.81548e-08,  4.48275e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:04:02,    242108,   936.6327,  4.58095e-09,  2.73647e-09,  2.83677e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  0.00000e+00,
00:04:02,    242454,   937.7342,  4.07277e-09,  2.73767e-09,  2.77289e-08,  6.71875e-10, -2.23600e-10,  1.43973e-09, -2.23600e-10,  2.24675e-10,
00:04:02,    242801,   939.3870,  4.07034e-09,  2.48802e-09,  2.90075e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09, -2.24675e-10,  0.00000e+00,
00:04:03,    243148,   940.4884,  5.59977e-09,  2.73767e-09,  2.81548e-08,  6.71875e-10,  2.23600e-10,  1.75993e-09, -2.23600e-10,  2.23600e-10,
00:04:03,    243494,   941.5912,  4.58095e-09,  3.73263e-09,  2.90075e-08,  4.48275e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  0.00000e+00,
00:04:03,    243841,   943.5190,  4.07034e-09,  3.23456e-09,  2.87946e-08,  6.71875e-10, -2.23600e-10,  1.28001e-09, -2.23600e-10,  2.24675e-10,
00:04:04,    244188,   944.8955,  3.05398e-09,  3.23456e-09,  3.05003e-08,  4.47200e-10, -2.23600e-10,  1.43973e-09, -2.23600e-10,  0.00000e+00,
00:04:04,    244534,   946.5496,  4.07277e-09,  2.98611e-09,  2.98614e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:04:04,    244881,   947.9274,  3.56216e-09,  2.73767e-09,  3.09282e-08,  6.71875e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  2.24675e-10,
00:04:05,    245228,   949.0276,  3.56459e-09,  3.23456e-09,  3.17810e-08,  4.48275e-10,  0.00000e+00,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:04:05,    245574,   950.4054,  3.56216e-09,  3.23456e-09,  3.09272e-08,  4.48275e-10, -2.23600e-10,  1.43973e-09, -2.23600e-10,  2.24675e-10,
00:04:05,    245921,   952.0595,  5.09159e-09,  2.98611e-09,  3.13541e-08,  4.48275e-10, -2.23600e-10,  1.43973e-09,  0.00000e+00,  0.00000e+00,
00:04:06,    246268,   953.1596,  4.07277e-09,  3.23456e-09,  3.11411e-08,  8.96550e-10,  0.00000e+00,  1.59944e-09, -2.24675e-10,  6.71875e-10,
00:04:06,    246614,   954.8138,  4.58095e-09,  2.98611e-09,  3.13541e-08,  6.71875e-10,  0.00000e+00,  1.27925e-09,  0.00000e+00,  2.24675e-10,
00:04:06,    246961,   956.1916,  3.56216e-09,  2.73767e-09,  3.17800e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09, -2.23600e-10,  2.24675e-10,
00:04:07,    247308,   957.0167,  3.56216e-09,  2.98611e-09,  3.09282e-08,  4.48275e-10,  4.48275e-10,  1.43973e-09,  2.23600e-10,  0.00000e+00,
00:04:07,    247654,   958.6695,  3.56216e-09,  2.48802e-09,  3.22070e-08,  4.48275e-10, -4.47200e-10,  1.60021e-09,  4.48275e-10,  4.48275e-10,
00:04:08,    248000,   959.7710,  3.56459e-09,  3.23574e-09,  3.07143e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:04:08,    248346,   961.4238,  4.58095e-09,  2.98611e-09,  3.13541e-08,  6.71875e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  0.00000e+00,
00:04:08,    248693,   962.8016,  3.56216e-09,  3.23456e-09,  3.13541e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  0.00000e+00,
00:04:09,    249039,   964.4557,  4.07277e-09,  2.98611e-09,  3.05013e-08,  2.23600e-10,  2.24675e-10,  1.43973e-09,  0.00000e+00,  4.47200e-10,
00:04:09,    249386,   964.7307,  3.56216e-09,  3.23456e-09,  3.11411e-08,  4.48275e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:04:09,    249733,   966.3836,  3.56216e-09,  2.98611e-09,  3.02873e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  2.24675e-10,
00:04:10,    250079,   968.5878,  3.05398e-09,  2.73767e-09,  3.07143e-08,  2.23600e-10,  0.00000e+00,  1.75993e-09,  2.24675e-10,  4.48275e-10,
00:04:10,    250426,   969.6879,  3.05398e-09,  2.73767e-09,  3.07143e-08,  4.48275e-10, -2.23600e-10,  1.60021e-09,  0.00000e+00,  2.23600e-10,
00:04:10,    250773,   971.6171,  4.07034e-09,  2.98611e-09,  3.07143e-08,  4.48275e-10,  2.23600e-10,  1.43973e-09, -2.24675e-10,  2.24675e-10,
00:04:11,    251119,   972.4435,  3.56216e-09,  2.98611e-09,  2.96474e-08,  4.47200e-10, -2.24675e-10,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:04:11,    251466,   974.3727,  4.58095e-09,  2.73767e-09,  2.96474e-08,  4.48275e-10, -2.24675e-10,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:04:11,    251813,   975.1978,  4.07277e-09,  3.23456e-09,  3.00744e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:04:12,    252159,   976.5756,  4.07277e-09,  2.98611e-09,  3.05003e-08,  4.47200e-10,  0.00000e+00,  1.60021e-09,  2.24675e-10,  2.24675e-10,
00:04:12,    252506,   977.9520,  3.56216e-09,  3.23456e-09,  2.85816e-08,  6.71875e-10,  0.00000e+00,  1.27925e-09,  0.00000e+00,  2.24675e-10,
00:04:12,    252853,   979.3298,  4.07034e-09,  3.23456e-09,  2.81548e-08,  4.48275e-10,  4.47200e-10,  1.59944e-09, -2.23600e-10,  4.48275e-10,
00:04:13,    253199,   980.9827,  4.07277e-09,  2.73767e-09,  2.92205e-08,  4.47200e-10,  0.00000e+00,  1.28001e-09, -2.24675e-10,  4.48275e-10,
00:04:13,    253546,   982.6368,  4.07277e-09,  3.23456e-09,  2.87946e-08,  2.23600e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  0.00000e+00,
00:04:13,    253893,   983.4620,  4.07034e-09,  3.48300e-09,  2.83677e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09, -2.23600e-10,  4.48275e-10,
