0000000887,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",3:57:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.761,4.761,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.761,4.761,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.761,4.761,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.761,4.761,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.761,4.761,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.761,4.761,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:01:40,    100346,   368.3352,  1.27241e-08,  1.99113e-09,  1.17318e-08,  3.58297e-09,  6.71875e-10,  2.23984e-09,  8.95475e-10,  0.00000e+00,
00:01:40,    100693,   369.7117,  1.32347e-08,  2.23958e-09,  1.19448e-08,  3.58297e-09,  6.71875e-10,  1.91964e-09,  8.96550e-10,  2.24675e-10,
00:01:41,    101039,   370.8145,  1.42535e-08,  1.74150e-09,  1.30106e-08,  3.13577e-09,  4.48275e-10,  1.75993e-09,  6.71875e-10,  2.24675e-10,
00:01:41,    101386,   372.4673,  1.27241e-08,  2.23958e-09,  1.32245e-08,  2.91110e-09,  4.48275e-10,  1.59944e-09,  6.71875e-10, -2.24675e-10,
00:01:41,    101733,   373.2937,  1.27241e-08,  2.48802e-09,  1.32245e-08,  2.46282e-09,  6.71875e-10,  1.75993e-09,  6.71875e-10,  2.23600e-10,
00:01:42,    102079,   374.9466,  1.37429e-08,  1.99113e-09,  1.49312e-08,  1.79095e-09,  2.23600e-10,  1.43973e-09,  6.71875e-10,  4.48275e-10,
00:01:42,    102426,   376.3230,  1.37429e-08,  1.98994e-09,  1.36504e-08,  1.56842e-09,  4.48275e-10,  1.75993e-09,  4.47200e-10,  0.00000e+00,
00:01:42,    102773,   377.9758,  1.37429e-08,  2.23958e-09,  1.45043e-08,  2.23922e-09,  6.71875e-10,  1.75993e-09,  2.23600e-10,  2.23600e-10,
00:01:43,    103119,   379.3536,  1.27265e-08,  1.99113e-09,  1.49302e-08,  1.79202e-09,  0.00000e+00,  1.43973e-09,  4.48275e-10,  6.71875e-10,
00:01:43,    103466,   380.4551,  1.22159e-08,  2.23958e-09,  1.68498e-08,  1.12015e-09,  0.00000e+00,  1.75916e-09,  0.00000e+00,  2.23600e-10,
00:01:43,    103813,   382.3843,  1.27241e-08,  2.23958e-09,  1.68509e-08,  1.56735e-09,  4.48275e-10,  1.75993e-09,  2.24675e-10,  0.00000e+00,
00:01:44,    104159,   383.4857,  1.47617e-08,  2.23958e-09,  1.83435e-08,  1.12015e-09,  0.00000e+00,  1.75993e-09,  2.24675e-10,  4.48275e-10,
00:01:44,    104506,   384.8635,  1.42511e-08,  2.48802e-09,  1.94104e-08,  1.12015e-09,  0.00000e+00,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:01:44,    104853,   386.5163,  1.42511e-08,  2.23958e-09,  2.09021e-08,  1.12015e-09,  2.24675e-10,  1.75993e-09,  0.00000e+00,  0.00000e+00,
00:01:45,    105199,   387.3427,  1.27265e-08,  2.23958e-09,  2.13300e-08,  1.11907e-09,  0.00000e+00,  2.23907e-09,  2.24675e-10,  4.48275e-10,
00:01:45,    105546,   389.2719,  1.27265e-08,  2.23958e-09,  2.26098e-08,  6.71875e-10,  0.00000e+00,  1.75993e-09,  4.47200e-10,  4.48275e-10,
00:01:45,    105892,   389.8220,  1.27241e-08,  2.23958e-09,  2.38885e-08,  8.95475e-10,  0.00000e+00,  1.91964e-09, -2.24675e-10,  2.24675e-10,
00:01:46,    106238,   391.4748,  1.27265e-08,  1.99113e-09,  2.53823e-08,  8.96550e-10,  2.24675e-10,  1.91964e-09,  0.00000e+00,  4.48275e-10,
00:01:46,    106584,   393.4040,  1.22159e-08,  1.99113e-09,  2.70879e-08,  8.95475e-10,  2.23600e-10,  1.91964e-09,  2.23600e-10,  2.24675e-10,
00:01:46,    106931,   394.5041,  1.27265e-08,  1.74150e-09,  2.92205e-08,  4.47200e-10,  0.00000e+00,  2.07936e-09,  0.00000e+00,  6.71875e-10,
00:01:47,    107278,   395.8819,  1.37429e-08,  1.99113e-09,  3.11411e-08,  8.95475e-10,  0.00000e+00,  2.07936e-09,  4.48275e-10,  6.71875e-10,
00:01:47,    107624,   397.2597,  1.37429e-08,  2.23958e-09,  3.43406e-08,  8.95475e-10,  2.24675e-10,  2.07936e-09,  0.00000e+00,  0.00000e+00,
00:01:47,    107971,   398.9125,  1.42511e-08,  2.23958e-09,  3.64731e-08,  6.71875e-10,  2.23600e-10,  2.07936e-09,  2.24675e-10,  2.23600e-10,
00:01:48,    108318,   399.7389,  1.42511e-08,  1.49306e-09,  3.90328e-08,  8.95475e-10,  2.23600e-10,  2.08012e-09,  2.23600e-10,  2.24675e-10,
00:01:48,    108664,   401.3918,  1.47617e-08,  1.99113e-09,  4.13793e-08,  1.12015e-09,  2.23600e-10,  1.75993e-09,  2.23600e-10,  0.00000e+00,
00:01:49,    109010,   403.0446,  1.62863e-08,  1.49306e-09,  4.32979e-08,  8.95475e-10,  0.00000e+00,  2.23984e-09,  2.23600e-10,  4.47200e-10,
00:01:49,    109356,   404.4211,  1.62887e-08,  2.48802e-09,  4.58585e-08,  6.71875e-10,  0.00000e+00,  2.23984e-09, -4.48275e-10,  0.00000e+00,
00:01:49,    109703,   405.7989,  1.57781e-08,  2.23958e-09,  4.79910e-08,  8.95475e-10,  2.24675e-10,  2.23984e-09, -2.23600e-10,  4.47200e-10,
00:01:50,    110049,   406.9003,  1.73050e-08,  2.48802e-09,  5.18304e-08,  6.71875e-10,  0.00000e+00,  1.91964e-09,  0.00000e+00,  0.00000e+00,
00:01:50,    110396,   408.5531,  1.78157e-08,  2.23958e-09,  5.52427e-08,  6.71875e-10,  2.23600e-10,  2.39955e-09,  0.00000e+00,  2.24675e-10,
00:01:50,    110743,   409.9309,  1.67969e-08,  1.99113e-09,  5.71624e-08,  6.71875e-10,  4.47200e-10,  2.39955e-09,  0.00000e+00,  0.00000e+00,
00:01:51,    111089,   411.3087,  1.73050e-08,  2.23958e-09,  6.01488e-08,  6.71875e-10,  0.00000e+00,  1.91964e-09, -2.23600e-10,  0.00000e+00,
00:01:51,    111436,   412.6852,  1.78132e-08,  2.23958e-09,  6.27083e-08,  6.71875e-10,  0.00000e+00,  1.91964e-09,  0.00000e+00,  2.23600e-10,
00:01:51,    111783,   414.0630,  2.03615e-08,  1.99113e-09,  6.63336e-08,  6.71875e-10,  0.00000e+00,  1.91964e-09, -2.24675e-10, -2.24675e-10,
00:01:52,    112129,   415.1644,  1.83239e-08,  1.99113e-09,  6.95341e-08,  4.48275e-10, -2.23600e-10,  1.91964e-09,  0.00000e+00,  0.00000e+00,
00:01:52,    112476,   416.8173,  1.88320e-08,  2.48922e-09,  7.25205e-08,  4.48275e-10, -2.23600e-10,  1.91964e-09,  0.00000e+00,  4.48275e-10,
00:01:52,    112823,   418.1951,  2.03590e-08,  2.48802e-09,  7.46531e-08,  6.71875e-10, -2.23600e-10,  1.75916e-09,  0.00000e+00,  0.00000e+00,
00:01:53,    113169,   419.5729,  2.08697e-08,  1.99113e-09,  7.72127e-08,  4.47200e-10, -2.24675e-10,  2.07936e-09,  2.23600e-10,  2.24675e-10,
00:01:53,    113516,   421.2257,  1.93427e-08,  2.23958e-09,  7.91323e-08,  6.71875e-10, -2.24675e-10,  2.23984e-09,  2.24675e-10,  2.24675e-10,
00:01:53,    113863,   422.3271,  2.03590e-08,  2.23958e-09,  8.19048e-08,  4.48275e-10,  2.23600e-10,  2.08012e-09,  4.48275e-10,  2.24675e-10,
00:01:54,    114209,   423.7049,  2.08672e-08,  1.74150e-09,  8.53171e-08,  2.23600e-10, -2.23600e-10,  1.91964e-09,  0.00000e+00,  2.23600e-10,
00:01:54,    114556,   425.0814,  2.03590e-08,  1.74269e-09,  8.44643e-08,  6.71875e-10, -2.24675e-10,  2.08012e-09,  2.23600e-10,  4.48275e-10,
00:01:54,    114903,   426.4605,  2.08697e-08,  2.23958e-09,  8.87295e-08,  2.23600e-10,  0.00000e+00,  2.08012e-09,  4.48275e-10,  4.48275e-10,
00:01:55,    115249,   428.1134,  1.93427e-08,  1.98994e-09,  8.89434e-08,  2.23600e-10, -2.23600e-10,  2.08012e-09,  2.23600e-10,  2.23600e-10,
00:01:55,    115596,   429.2135,  1.88320e-08,  1.74150e-09,  9.08631e-08,  4.47200e-10,  0.00000e+00,  2.07936e-09,  2.23600e-10,  4.47200e-10,
00:01:55,    115943,   430.5913,  2.08697e-08,  1.99113e-09,  9.27828e-08,  0.00000e+00,  2.24675e-10,  1.91964e-09,  2.24675e-10,  2.23600e-10,
00:01:56,    116289,   432.2441,  1.83239e-08,  1.99113e-09,  9.34227e-08,  2.24675e-10,  0.00000e+00,  2.23907e-09,  0.00000e+00,  2.23600e-10,
00:01:56,    116636,   433.3455,  1.83239e-08,  2.23958e-09,  9.23558e-08,  2.23600e-10,  2.24675e-10,  2.23984e-09,  2.24675e-10,  2.23600e-10,
00:01:56,    116983,   434.9997,  1.73050e-08,  1.99113e-09,  9.40625e-08,  6.71875e-10,  2.24675e-10,  2.08012e-09,  0.00000e+00,  6.71875e-10,
00:01:57,    117329,   436.1011,  1.78157e-08,  1.99113e-09,  9.61952e-08,  4.48275e-10,  0.00000e+00,  2.23907e-09,  2.23600e-10,  0.00000e+00,
00:01:57,    117676,   437.7540,  1.88320e-08,  1.98994e-09,  9.51283e-08,  6.71875e-10, -2.24675e-10,  2.08012e-09,  0.00000e+00,  0.00000e+00,
00:01:58,    118023,   438.8554,  1.62887e-08,  1.49306e-09,  9.53419e-08,  4.47200e-10,  0.00000e+00,  2.08012e-09,  2.23600e-10,  2.23600e-10,
00:01:58,    118369,   440.2332,  1.57805e-08,  1.99113e-09,  9.74752e-08,  4.48275e-10,  0.00000e+00,  2.07936e-09,  0.00000e+00,  4.47200e-10,
00:01:58,    118716,   441.6097,  1.47593e-08,  1.74150e-09,  9.70486e-08,  4.48275e-10,  0.00000e+00,  2.07936e-09,  0.00000e+00,  2.23600e-10,
00:01:59,    119063,   443.5389,  1.42511e-08,  1.98994e-09,  9.74743e-08,  2.23600e-10, -2.24675e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:01:59,    119409,   444.3653,  1.32347e-08,  1.99113e-09,  9.72619e-08,  4.48275e-10,  0.00000e+00,  2.23907e-09,  2.23600e-10,  2.23600e-10,
00:01:59,    119756,   446.0181,  1.22159e-08,  2.23958e-09,  9.68352e-08,  4.48275e-10,  0.00000e+00,  1.91964e-09,  0.00000e+00,  2.23600e-10,
00:02:00,    120103,   447.1196,  1.37429e-08,  1.99113e-09,  1.00034e-07,  4.48275e-10,  0.00000e+00,  2.08012e-09,  2.24675e-10,  2.23600e-10,
00:02:00,    120449,   448.7724,  1.42535e-08,  2.23958e-09,  1.01101e-07,  4.47200e-10,  2.23600e-10,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:02:00,    120796,   450.1502,  1.32347e-08,  1.49306e-09,  1.02594e-07,  6.71875e-10,  2.24675e-10,  2.07936e-09,  0.00000e+00,  2.23600e-10,
00:02:01,    121143,   451.2516,  1.32347e-08,  1.98994e-09,  1.02593e-07,  8.96550e-10,  0.00000e+00,  2.08012e-09,  0.00000e+00,  0.00000e+00,
00:02:01,    121489,   452.9044,  1.11971e-08,  2.48922e-09,  1.03020e-07,  8.96550e-10,  2.23600e-10,  2.07936e-09,  2.24675e-10,  2.24675e-10,
00:02:01,    121835,   454.0059,  1.22159e-08,  1.74150e-09,  1.05367e-07,  4.48275e-10,  0.00000e+00,  2.07936e-09,  2.23600e-10,  2.23600e-10,
00:02:02,    122181,   455.6587,  1.27265e-08,  1.99113e-09,  1.07287e-07,  2.23600e-10,  0.00000e+00,  1.75993e-09, -2.23600e-10,  0.00000e+00,
00:02:02,    122528,   457.0378,  1.11971e-08,  1.99113e-09,  1.08993e-07,  8.96550e-10,  2.23600e-10,  2.23984e-09, -2.23600e-10,  2.23600e-10,
00:02:02,    122874,   458.1380,  1.22159e-08,  1.74150e-09,  1.11126e-07,  4.48275e-10, -4.47200e-10,  1.91964e-09,  0.00000e+00,  2.24675e-10,
00:02:03,    123221,   459.7908,  1.27265e-08,  2.23958e-09,  1.13472e-07,  4.47200e-10,  0.00000e+00,  1.91964e-09, -2.24675e-10,  4.48275e-10,
00:02:03,    123568,   461.1699,  1.27265e-08,  2.23958e-09,  1.16458e-07,  4.47200e-10, -2.23600e-10,  1.75993e-09, -2.23600e-10,  2.23600e-10,
00:02:03,    123914,   462.5464,  1.22159e-08,  2.23958e-09,  1.18805e-07,  4.48275e-10, -2.23600e-10,  1.75993e-09,  2.23600e-10,  0.00000e+00,
00:02:04,    124261,   463.9228,  1.27241e-08,  2.48922e-09,  1.20937e-07,  4.48275e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  0.00000e+00,
00:02:04,    124608,   465.5770,  1.32347e-08,  2.23958e-09,  1.20297e-07,  4.47200e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:02:04,    124954,   467.2298,  1.27241e-08,  1.99113e-09,  1.22430e-07,  2.23600e-10,  0.00000e+00,  1.75993e-09, -2.23600e-10,  2.24675e-10,
00:02:05,    125301,   468.3313,  1.42511e-08,  1.99113e-09,  1.23924e-07,  6.71875e-10,  0.00000e+00,  1.75916e-09,  2.23600e-10,  0.00000e+00,
00:02:05,    125648,   469.4327,  1.62887e-08,  2.23958e-09,  1.27336e-07,  8.96550e-10,  2.23600e-10,  1.91964e-09,  0.00000e+00,  0.00000e+00,
00:02:05,    125994,   470.8105,  1.52699e-08,  1.99113e-09,  1.27976e-07,  2.23600e-10,  0.00000e+00,  1.60021e-09, -2.24675e-10,  0.00000e+00,
00:02:06,    126341,   472.1870,  1.73050e-08,  1.74269e-09,  1.28403e-07,  4.48275e-10, -2.23600e-10,  1.75993e-09,  0.00000e+00,  2.24675e-10,
00:02:06,    126687,   474.1162,  1.88345e-08,  2.48802e-09,  1.30749e-07,  4.47200e-10,  4.47200e-10,  1.91964e-09,  0.00000e+00,  0.00000e+00,
00:02:07,    127033,   474.9426,  1.88320e-08,  1.99113e-09,  1.29895e-07,  4.48275e-10,  0.00000e+00,  1.75916e-09,  2.23600e-10,  2.23600e-10,
00:02:07,    127379,   476.3191,  2.08672e-08,  1.74150e-09,  1.30750e-07,  8.95475e-10,  2.23600e-10,  1.75916e-09,  0.00000e+00,  2.23600e-10,
00:02:07,    127725,   477.6969,  2.13778e-08,  1.99113e-09,  1.30535e-07,  2.23600e-10, -2.24675e-10,  1.91964e-09,  2.24675e-10,  6.71875e-10,
00:02:08,    128071,   479.3497,  2.23942e-08,  1.99113e-09,  1.30962e-07,  4.48275e-10,  2.24675e-10,  1.91964e-09,  2.23600e-10,  4.48275e-10,
00:02:08,    128418,   480.4511,  2.29048e-08,  2.23958e-09,  1.27976e-07,  4.48275e-10,  2.23600e-10,  1.75993e-09,  2.23600e-10,  2.23600e-10,
00:02:08,    128764,   481.8289,  2.39236e-08,  1.99113e-09,  1.30110e-07,  6.71875e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:02:09,    129111,   483.7581,  2.39236e-08,  1.99113e-09,  1.29470e-07,  2.24675e-10,  4.48275e-10,  1.91964e-09,  0.00000e+00,  2.23600e-10,
00:02:09,    129458,   484.5832,  2.44318e-08,  1.74150e-09,  1.28615e-07,  4.48275e-10,  0.00000e+00,  1.75916e-09,  2.23600e-10,  2.23600e-10,
00:02:09,    129804,   486.2360,  2.49400e-08,  1.99113e-09,  1.26056e-07,  4.48275e-10,  2.23600e-10,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:02:10,    130151,   487.6138,  2.13778e-08,  1.49306e-09,  1.23284e-07,  2.24675e-10,  2.24675e-10,  1.91964e-09,  2.23600e-10,  4.48275e-10,
00:02:10,    130498,   488.9916,  2.49400e-08,  1.99113e-09,  1.21364e-07,  4.48275e-10,  2.23600e-10,  2.08012e-09,  2.24675e-10,  2.24675e-10,
00:02:10,    130844,   490.3681,  2.64693e-08,  1.99113e-09,  1.15818e-07,  2.23600e-10,  0.00000e+00,  1.60021e-09, -2.23600e-10,  0.00000e+00,
00:02:11,    131191,   491.7459,  2.54505e-08,  1.74269e-09,  1.16245e-07,  2.24675e-10,  0.00000e+00,  1.75916e-09,  2.23600e-10,  2.23600e-10,
00:02:11,    131538,   493.1237,  2.44318e-08,  2.23958e-09,  1.08779e-07,  6.71875e-10,  2.24675e-10,  1.43973e-09,  2.23600e-10,  2.23600e-10,
00:02:11,    131884,   494.5001,  2.44318e-08,  2.48802e-09,  1.02808e-07,  6.71875e-10,  0.00000e+00,  2.23907e-09,  0.00000e+00,  0.00000e+00,
00:02:12,    132231,   495.6029,  2.39236e-08,  2.23958e-09,  1.01101e-07,  6.71875e-10,  2.23600e-10,  1.75993e-09,  0.00000e+00,  0.00000e+00,
00:02:12,    132578,   497.2557,  2.23967e-08,  2.23958e-09,  9.64086e-08,  4.48275e-10,  4.48275e-10,  2.55926e-09,  2.23600e-10,  4.48275e-10,
00:02:12,    132924,   498.6322,  2.39236e-08,  1.74150e-09,  9.04362e-08,  4.48275e-10,  2.23600e-10,  1.75916e-09,  0.00000e+00,  0.00000e+00,
00:02:13,    133271,   500.0100,  2.08697e-08,  2.23958e-09,  8.61710e-08,  4.47200e-10,  2.23600e-10,  1.60021e-09,  0.00000e+00,  2.24675e-10,
00:02:13,    133617,   501.6628,  2.13778e-08,  2.23958e-09,  7.97722e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00, -2.23600e-10,
00:02:13,    133963,   502.7656,  1.98509e-08,  2.23958e-09,  7.50800e-08,  4.47200e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  0.00000e+00,
00:02:14,    134309,   504.6935,  1.98509e-08,  1.74150e-09,  7.01739e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  2.24675e-10,
00:02:14,    134656,   505.7949,  1.83239e-08,  2.23958e-09,  6.35622e-08,  4.48275e-10,  0.00000e+00,  1.59944e-09, -2.23600e-10,  6.71875e-10,
00:02:15,    135003,   507.1727,  1.98509e-08,  1.98994e-09,  5.97219e-08,  6.71875e-10,  2.23600e-10,  1.91964e-09,  0.00000e+00,  0.00000e+00,
00:02:15,    135349,   508.2741,  1.62887e-08,  2.23958e-09,  5.56696e-08,  2.23600e-10,  0.00000e+00,  1.60021e-09,  2.24675e-10,  6.71875e-10,
00:02:15,    135696,   509.9270,  1.93427e-08,  1.74269e-09,  5.07646e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:02:16,    136043,   511.0284,  1.73050e-08,  2.48802e-09,  4.67113e-08,  2.24675e-10, -4.47200e-10,  1.59944e-09, -2.23600e-10,  0.00000e+00,
00:02:16,    136389,   512.4062,  1.57781e-08,  1.74269e-09,  4.22321e-08,  2.23600e-10,  0.00000e+00,  1.75993e-09,  4.48275e-10,  2.23600e-10,
00:02:16,    136736,   514.0604,  1.57781e-08,  1.99113e-09,  3.86058e-08,  0.00000e+00, -2.24675e-10,  1.43973e-09,  2.24675e-10,  2.24675e-10,
00:02:17,    137083,   515.4369,  1.57781e-08,  2.23958e-09,  3.56193e-08,  4.48275e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:02:17,    137429,   517.3660,  1.42511e-08,  1.74150e-09,  3.02873e-08,  2.23600e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:02:17,    137776,   518.4661,  1.47617e-08,  2.48922e-09,  2.73019e-08,  4.48275e-10, -2.24675e-10,  1.28001e-09,  4.48275e-10,  2.23600e-10,
00:02:18,    138123,   519.5689,  1.37429e-08,  1.99113e-09,  2.38885e-08,  4.48275e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:02:18,    138469,   520.9454,  1.37429e-08,  1.74150e-09,  2.04762e-08,  2.24675e-10,  0.00000e+00,  1.75916e-09,  0.00000e+00,  4.47200e-10,
00:02:18,    138816,   522.5995,  1.37429e-08,  1.98994e-09,  1.85565e-08,  2.23600e-10,  0.00000e+00,  1.43973e-09,  4.48275e-10,  2.23600e-10,
00:02:19,    139163,   523.9773,  1.47617e-08,  2.23958e-09,  1.79167e-08,  2.24675e-10, -2.23600e-10,  1.28001e-09, -2.23600e-10,  2.23600e-10,
00:02:19,    139509,   525.0775,  1.37429e-08,  1.49306e-09,  1.55710e-08,  6.71875e-10,  2.23600e-10,  1.75993e-09,  0.00000e+00,  4.48275e-10,
00:02:19,    139855,   526.4552,  1.47617e-08,  1.74269e-09,  1.42903e-08,  2.23600e-10,  0.00000e+00,  1.59944e-09,  4.48275e-10,  2.23600e-10,
00:02:20,    140201,   527.8330,  1.42511e-08,  2.23958e-09,  1.42903e-08,  6.71875e-10,  4.48275e-10,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:02:20,    140548,   528.9345,  1.32347e-08,  1.49306e-09,  1.23707e-08,  4.48275e-10,  2.23600e-10,  1.59944e-09,  0.00000e+00,  2.23600e-10,
00:02:20,    140894,   530.8623,  1.32347e-08,  1.99113e-09,  1.27976e-08,  6.71875e-10,  4.47200e-10,  1.43973e-09, -2.23600e-10,  2.23600e-10,
00:02:21,    141241,   532.5165,  1.32347e-08,  2.23958e-09,  1.21577e-08,  2.24675e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  0.00000e+00,
00:02:21,    141588,   533.6179,  1.22159e-08,  2.23958e-09,  1.19448e-08,  4.48275e-10,  4.48275e-10,  1.59944e-09,  0.00000e+00,  2.23600e-10,
00:02:21,    141934,   534.9944,  1.37429e-08,  1.74269e-09,  1.23717e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.24675e-10,  4.48275e-10,
00:02:22,    142281,   536.3722,  1.42511e-08,  1.99113e-09,  1.17318e-08,  4.47200e-10, -2.23600e-10,  1.28001e-09, -2.23600e-10,  4.47200e-10,
00:02:22,    142628,   537.7500,  1.32323e-08,  1.99113e-09,  1.15178e-08,  4.48275e-10,  4.48275e-10,  1.43973e-09, -2.23600e-10, -2.23600e-10,
00:02:22,    142974,   539.1265,  1.27265e-08,  2.23958e-09,  1.06650e-08,  4.48275e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:02:23,    143321,   540.2293,  1.37429e-08,  1.99113e-09,  1.19448e-08,  4.47200e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:02:23,    143668,   542.1584,  1.32347e-08,  2.23958e-09,  1.06650e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:02:24,    144014,   543.2586,  1.37429e-08,  1.98994e-09,  1.06650e-08,  6.71875e-10,  0.00000e+00,  1.27925e-09,  0.00000e+00,  0.00000e+00,
00:02:24,    144361,   544.6363,  1.47593e-08,  2.48922e-09,  1.06640e-08,  4.48275e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  2.24675e-10,
00:02:24,    144708,   546.0141,  1.27241e-08,  1.99113e-09,  1.06650e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:02:25,    145054,   547.3906,  1.42511e-08,  2.23958e-09,  1.08779e-08,  6.71875e-10, -2.23600e-10,  1.27925e-09, -2.23600e-10,  2.23600e-10,
00:02:25,    145401,   548.7684,  1.42535e-08,  1.74150e-09,  1.15178e-08,  8.95475e-10,  2.23600e-10,  1.11954e-09,  0.00000e+00,  4.48275e-10,
00:02:25,    145748,   550.1462,  1.32347e-08,  2.23958e-09,  1.13049e-08,  4.48275e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:02:26,    146094,   551.2476,  1.37429e-08,  1.74150e-09,  1.00251e-08,  4.48275e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:02:26,    146441,   552.9005,  1.22159e-08,  2.48802e-09,  1.10909e-08,  6.71875e-10,  0.00000e+00,  9.59821e-10,  2.23600e-10,  2.23600e-10,
00:02:26,    146787,   554.2783,  1.42511e-08,  1.74269e-09,  1.04510e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09, -2.23600e-10, -2.23600e-10,
00:02:27,    147133,   555.9311,  1.22159e-08,  1.99113e-09,  9.81219e-09,  6.71875e-10, -2.23600e-10,  1.60021e-09,  2.23600e-10,  2.23600e-10,
00:02:27,    147479,   557.3089,  1.22159e-08,  1.98994e-09,  9.59819e-09,  2.23600e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:02:27,    147825,   558.4104,  1.22159e-08,  1.99113e-09,  1.06650e-08,  6.71875e-10,  2.23600e-10,  1.12030e-09,  0.00000e+00,  4.48275e-10,
00:02:28,    148171,   559.7868,  1.17077e-08,  1.74150e-09,  9.81219e-09,  4.48275e-10,  2.23600e-10,  1.43973e-09,  4.47200e-10,  4.47200e-10,
00:02:28,    148518,   561.1646,  1.17077e-08,  1.99113e-09,  1.02381e-08,  2.23600e-10,  0.00000e+00,  1.28001e-09, -2.23600e-10,  2.24675e-10,
00:02:28,    148864,   562.8175,  1.22159e-08,  2.23958e-09,  9.59819e-09,  2.24675e-10,  2.23600e-10,  1.27925e-09,  0.00000e+00,  0.00000e+00,
00:02:29,    149211,   564.1952,  1.06889e-08,  1.74150e-09,  1.00241e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09,  2.23600e-10,  2.23600e-10,
00:02:29,    149558,   565.2967,  1.06889e-08,  2.23958e-09,  1.04510e-08,  2.23600e-10, -2.24675e-10,  1.28001e-09,  2.24675e-10,  4.48275e-10,
00:02:29,    149904,   566.3981,  1.01783e-08,  1.49306e-09,  9.38527e-09,  4.48275e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:02:30,    150251,   567.7759,  9.67011e-09,  1.49306e-09,  9.81114e-09,  2.23600e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:02:30,    150598,   569.4287,  9.67255e-09,  1.99113e-09,  9.81114e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:02:30,    150944,   571.3579,  9.67255e-09,  1.99113e-09,  9.38527e-09,  6.71875e-10,  2.23600e-10,  1.59944e-09,  2.23600e-10,  2.23600e-10,
00:02:31,    151291,   572.7357,  9.16193e-09,  1.99113e-09,  9.59819e-09,  4.48275e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  4.47200e-10,
