0000001024,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:09:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:04:01,    241993,   789.1952,  4.24868e-09,  3.37550e-09,  1.06834e-08,  9.34175e-10, -4.67625e-10,  1.50269e-09, -4.67625e-10,  9.35250e-10,
00:04:02,    242331,   790.3456,  6.37425e-09,  3.37550e-09,  1.11288e-08,  2.34350e-10, -2.34350e-10,  1.50193e-09, -4.67625e-10,  7.01975e-10,
00:04:02,    242669,   791.4947,  5.84164e-09,  2.85591e-09,  1.02381e-08,  1.40180e-09,  2.34350e-10,  2.00334e-09,  7.00900e-10,  0.00000e+00,
00:04:03,    243008,   793.5071,  4.77886e-09,  2.85591e-09,  1.02381e-08,  9.34175e-10, -4.67625e-10,  1.50193e-09,  0.00000e+00,  9.35250e-10,
00:04:03,    243347,   794.3692,  5.31148e-09,  3.11511e-09,  1.11288e-08,  9.34175e-10, -4.67625e-10,  1.66932e-09, -2.33275e-10,  7.01975e-10,
00:04:03,    243685,   796.0948,  5.84164e-09,  3.11511e-09,  1.11288e-08,  1.16852e-09, -2.34350e-10,  2.00334e-09,  0.00000e+00,  2.33275e-10,
00:04:04,    244023,   797.2439,  3.71852e-09,  4.15547e-09,  1.09066e-08,  9.34175e-10,  2.34350e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:04:04,    244362,   798.6811,  5.84164e-09,  3.89508e-09,  1.02381e-08,  9.34175e-10, -4.67625e-10,  1.66932e-09, -4.67625e-10,  7.01975e-10,
00:04:04,    244699,   800.1184,  4.24868e-09,  3.37550e-09,  1.06834e-08,  4.67625e-10, -4.67625e-10,  1.33530e-09, -2.34350e-10,  9.35250e-10,
00:04:05,    245037,   801.5557,  4.24868e-09,  3.63469e-09,  1.06834e-08,  7.00900e-10, -2.34350e-10,  1.50193e-09, -4.67625e-10,  7.01975e-10,
00:04:05,    245375,   802.9930,  5.31148e-09,  3.11511e-09,  1.11288e-08,  7.00900e-10, -4.67625e-10,  1.50269e-09, -4.67625e-10,  9.35250e-10,
00:04:05,    245713,   804.1434,  3.71852e-09,  4.15428e-09,  9.79267e-09,  1.16852e-09,  2.33275e-10,  1.83594e-09, -4.67625e-10,  7.00900e-10,
00:04:06,    246051,   805.5807,  5.31148e-09,  3.37550e-09,  9.79267e-09,  1.63615e-09,  2.34350e-10,  1.83671e-09,  2.34350e-10,  4.67625e-10,
00:04:06,    246389,   806.7298,  4.24868e-09,  4.15547e-09,  1.04612e-08,  7.00900e-10, -4.67625e-10,  1.50269e-09, -2.34350e-10,  7.01975e-10,
00:04:06,    246728,   807.8801,  6.90443e-09,  3.37550e-09,  1.00149e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:04:07,    247067,   809.6043,  6.90443e-09,  3.89508e-09,  9.79267e-09,  1.63615e-09,  2.34350e-10,  2.00257e-09,  2.34350e-10,  4.67625e-10,
00:04:07,    247404,   810.7547,  5.84164e-09,  3.63469e-09,  1.06834e-08,  1.40287e-09,  2.34350e-10,  1.66932e-09,  4.67625e-10,  9.35250e-10,
00:04:07,    247743,   811.9038,  6.37425e-09,  3.11630e-09,  1.06834e-08,  9.35250e-10,  2.33275e-10,  2.16996e-09,  2.34350e-10,  0.00000e+00,
00:04:08,    248080,   813.6293,  4.77886e-09,  4.15547e-09,  1.04602e-08,  9.34175e-10, -2.34350e-10,  1.50193e-09, -2.33275e-10,  7.01975e-10,
00:04:08,    248418,   814.7783,  6.37425e-09,  3.37550e-09,  1.06834e-08,  1.40180e-09,  4.67625e-10,  2.16996e-09,  2.34350e-10,  0.00000e+00,
00:04:08,    248757,   816.2157,  5.31148e-09,  3.63589e-09,  9.79267e-09,  1.63615e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  2.34350e-10,
00:04:09,    249094,   817.6530,  5.31148e-09,  3.63469e-09,  1.04602e-08,  1.63615e-09,  4.67625e-10,  1.83671e-09,  4.67625e-10,  4.67625e-10,
00:04:09,    249433,   819.3772,  6.37425e-09,  3.11511e-09,  1.11288e-08,  1.16852e-09,  0.00000e+00,  1.83594e-09,  4.67625e-10,  2.33275e-10,
00:04:09,    249771,   819.9524,  6.90443e-09,  3.11511e-09,  1.15741e-08,  1.16852e-09,  0.00000e+00,  1.83671e-09,  4.67625e-10,  0.00000e+00,
00:04:10,    250108,   821.9649,  6.37425e-09,  3.37550e-09,  1.11288e-08,  9.35250e-10, -2.34350e-10,  1.83671e-09,  2.34350e-10,  0.00000e+00,
00:04:10,    250447,   823.1152,  7.43705e-09,  2.33633e-09,  1.06834e-08,  1.86942e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  0.00000e+00,
00:04:10,    250785,   824.2642,  6.90443e-09,  3.37550e-09,  1.04612e-08,  1.40287e-09,  7.00900e-10,  1.83671e-09,  4.67625e-10,  2.34350e-10,
00:04:11,    251123,   825.7016,  5.84164e-09,  3.63469e-09,  1.17963e-08,  7.01975e-10, -2.33275e-10,  1.83671e-09,  0.00000e+00,  2.33275e-10,
00:04:11,    251461,   827.1375,  5.31148e-09,  3.37550e-09,  1.13510e-08,  9.35250e-10,  0.00000e+00,  2.00334e-09,  0.00000e+00,  0.00000e+00,
00:04:11,    251799,   828.5761,  6.90443e-09,  3.11630e-09,  1.11277e-08,  1.40180e-09,  7.00900e-10,  2.00334e-09,  4.67625e-10,  0.00000e+00,
00:04:12,    252138,   830.0135,  4.24868e-09,  4.67386e-09,  1.15731e-08,  7.00900e-10, -2.34350e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:04:12,    252476,   831.4508,  4.78130e-09,  3.37550e-09,  1.09056e-08,  9.34175e-10, -4.67625e-10,  1.50269e-09, -2.34350e-10,  4.67625e-10,
00:04:12,    252815,   832.3129,  5.31148e-09,  3.37550e-09,  1.11288e-08,  9.35250e-10, -4.67625e-10,  1.83671e-09, -2.33275e-10,  2.33275e-10,
00:04:13,    253153,   834.0371,  4.24868e-09,  3.89508e-09,  1.15741e-08,  9.34175e-10,  0.00000e+00,  1.66932e-09, -2.34350e-10,  4.67625e-10,
00:04:13,    253492,   835.1875,  4.24868e-09,  3.63589e-09,  1.17963e-08,  7.00900e-10, -2.34350e-10,  1.50193e-09, -4.67625e-10,  9.35250e-10,
00:04:13,    253830,   836.3365,  4.24868e-09,  3.63469e-09,  1.20185e-08,  4.67625e-10, -4.67625e-10,  1.66932e-09, -4.67625e-10,  2.33275e-10,
00:04:14,    254168,   837.7738,  5.31148e-09,  4.15428e-09,  1.11277e-08,  1.40287e-09,  4.67625e-10,  1.83671e-09,  2.34350e-10,  2.34350e-10,
00:04:14,    254507,   839.2111,  4.78130e-09,  4.41467e-09,  1.11277e-08,  9.34175e-10,  2.34350e-10,  1.83594e-09,  0.00000e+00,  7.00900e-10,
00:04:14,    254845,   840.9367,  4.24868e-09,  4.67386e-09,  1.17963e-08,  7.00900e-10, -2.34350e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:04:15,    255183,   842.0857,  5.84409e-09,  3.89508e-09,  1.13510e-08,  1.40180e-09,  2.33275e-10,  2.00334e-09, -2.33275e-10,  4.67625e-10,
00:04:15,    255521,   843.5230,  5.84409e-09,  3.89508e-09,  1.13510e-08,  1.16852e-09,  4.67625e-10,  2.00334e-09,  7.00900e-10,  2.34350e-10,
00:04:15,    255860,   844.9603,  5.31148e-09,  3.89508e-09,  1.13510e-08,  1.40287e-09,  2.34350e-10,  1.83671e-09,  0.00000e+00,  7.00900e-10,
00:04:16,    256198,   846.3976,  6.37425e-09,  3.37550e-09,  1.24638e-08,  1.16852e-09, -4.67625e-10,  1.83671e-09,  0.00000e+00,  2.33275e-10,
00:04:16,    256536,   847.5479,  5.84164e-09,  3.37550e-09,  1.24638e-08,  1.40287e-09,  2.33275e-10,  1.83594e-09,  0.00000e+00, -2.34350e-10,
00:04:16,    256873,   848.6970,  6.37425e-09,  3.37550e-09,  1.17952e-08,  1.40180e-09,  2.33275e-10,  2.16996e-09,  7.00900e-10,  0.00000e+00,
00:04:17,    257212,   850.1343,  6.37425e-09,  4.41467e-09,  1.24638e-08,  1.40287e-09,  4.67625e-10,  2.16996e-09,  2.33275e-10,  0.00000e+00,
00:04:17,    257550,   851.5716,  5.84164e-09,  3.89508e-09,  1.11288e-08,  1.40180e-09,  7.00900e-10,  1.83671e-09,  7.00900e-10,  0.00000e+00,
00:04:17,    257888,   852.7220,  6.37425e-09,  3.63589e-09,  1.17963e-08,  9.35250e-10,  2.33275e-10,  1.83671e-09, -2.33275e-10,  2.33275e-10,
00:04:18,    258227,   853.8710,  6.37425e-09,  3.63589e-09,  1.15731e-08,  1.40180e-09,  0.00000e+00,  2.00334e-09,  0.00000e+00, -2.33275e-10,
00:04:18,    258565,   855.5966,  5.84409e-09,  3.11630e-09,  1.22407e-08,  1.86942e-09,  7.00900e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:04:18,    258903,   856.7456,  4.78130e-09,  3.63589e-09,  1.35757e-08,  4.67625e-10, -4.67625e-10,  1.83671e-09, -4.67625e-10,  7.00900e-10,
00:04:19,    259242,   858.1829,  5.31148e-09,  2.85591e-09,  1.33535e-08,  4.67625e-10, -4.67625e-10,  1.50193e-09, -4.67625e-10,  2.33275e-10,
00:04:19,    259580,   859.6202,  6.90443e-09,  3.37550e-09,  1.24638e-08,  1.40180e-09,  2.33275e-10,  1.83671e-09,  0.00000e+00,  0.00000e+00,
00:04:19,    259918,   861.0575,  4.24868e-09,  3.89508e-09,  1.20185e-08,  4.67625e-10,  0.00000e+00,  1.33530e-09, -2.34350e-10,  7.01975e-10,
00:04:20,    260257,   862.2078,  5.31148e-09,  3.89508e-09,  1.31313e-08,  9.34175e-10, -7.00900e-10,  1.33530e-09,  0.00000e+00,  4.67625e-10,
00:04:20,    260594,   863.3569,  4.78130e-09,  3.89508e-09,  1.31313e-08,  9.35250e-10, -4.67625e-10,  2.00334e-09,  0.00000e+00,  2.33275e-10,
00:04:20,    260933,   865.0825,  5.31148e-09,  4.67386e-09,  1.24638e-08,  7.00900e-10,  2.34350e-10,  2.00334e-09,  2.34350e-10,  4.67625e-10,
00:04:21,    261271,   866.2315,  3.71607e-09,  3.89508e-09,  1.29091e-08,  7.00900e-10,  0.00000e+00,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:04:21,    261610,   867.3806,  4.78130e-09,  4.15547e-09,  1.31313e-08,  4.67625e-10, -4.67625e-10,  1.33530e-09, -4.67625e-10,  4.67625e-10,
00:04:21,    261948,   868.8178,  5.84164e-09,  3.89508e-09,  1.29082e-08,  1.40287e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  2.34350e-10,
00:04:22,    262287,   870.5434,  4.77886e-09,  4.93306e-09,  1.37999e-08,  9.35250e-10,  0.00000e+00,  1.83594e-09,  2.34350e-10,  7.00900e-10,
00:04:22,    262625,   871.9807,  3.71607e-09,  4.67386e-09,  1.22416e-08,  7.00900e-10, -2.33275e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:04:22,    262963,   873.4180,  6.37425e-09,  3.37550e-09,  1.33546e-08,  1.16852e-09,  2.33275e-10,  1.83671e-09,  2.33275e-10,  0.00000e+00,
00:04:23,    263302,   874.5684,  6.90443e-09,  4.15547e-09,  1.31313e-08,  1.16852e-09,  2.34350e-10,  2.33736e-09,  2.34350e-10,  2.34350e-10,
00:04:23,    263640,   876.0057,  4.24868e-09,  4.41467e-09,  1.31313e-08,  1.16852e-09,  4.67625e-10,  2.16996e-09,  0.00000e+00,  7.00900e-10,
00:04:23,    263978,   877.1548,  6.37425e-09,  3.11511e-09,  1.37999e-08,  1.16852e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:04:24,    264316,   878.5920,  5.84164e-09,  3.37550e-09,  1.53571e-08,  1.16852e-09,  4.67625e-10,  2.00334e-09,  4.67625e-10, -2.33275e-10,
00:04:24,    264654,   880.0293,  5.84409e-09,  3.63469e-09,  1.35767e-08,  1.16852e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:04:24,    264992,   881.4666,  6.37425e-09,  3.89508e-09,  1.46896e-08,  1.63615e-09,  2.34350e-10,  2.50398e-09,  4.67625e-10, -2.34350e-10,
00:04:25,    265330,   882.9039,  5.31148e-09,  4.15428e-09,  1.35767e-08,  9.35250e-10,  4.67625e-10,  2.16996e-09,  0.00000e+00,  4.67625e-10,
00:04:25,    265668,   884.3412,  6.37425e-09,  3.37550e-09,  1.42442e-08,  9.35250e-10,  0.00000e+00,  1.83671e-09,  4.67625e-10,  2.33275e-10,
00:04:26,    266007,   885.4902,  7.43459e-09,  3.63469e-09,  1.44664e-08,  1.40180e-09,  0.00000e+00,  1.83594e-09,  0.00000e+00,  2.33275e-10,
00:04:26,    266345,   886.9276,  6.90443e-09,  3.89508e-09,  1.44664e-08,  1.40180e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:04:26,    266683,   888.0766,  5.31148e-09,  3.63469e-09,  1.53571e-08,  7.00900e-10, -2.34350e-10,  1.66932e-09, -4.67625e-10,  4.67625e-10,
00:04:27,    267022,   889.5152,  5.84409e-09,  3.11630e-09,  1.51350e-08,  4.67625e-10,  0.00000e+00,  1.83671e-09,  0.00000e+00,  0.00000e+00,
00:04:27,    267359,   890.6643,  6.37425e-09,  3.89508e-09,  1.55792e-08,  9.35250e-10,  0.00000e+00,  1.66932e-09, -2.34350e-10,  2.33275e-10,
00:04:27,    267697,   892.3898,  6.37425e-09,  3.11630e-09,  1.58025e-08,  1.16852e-09,  4.67625e-10,  1.83671e-09,  2.34350e-10,  4.67625e-10,
00:04:28,    268034,   893.8271,  6.37425e-09,  2.85591e-09,  1.60256e-08,  9.35250e-10,  2.34350e-10,  2.00334e-09,  4.67625e-10,  0.00000e+00,
00:04:28,    268372,   894.9762,  5.84164e-09,  3.11511e-09,  1.60256e-08,  1.16852e-09,  4.67625e-10,  1.83671e-09,  4.67625e-10, -4.67625e-10,
00:04:28,    268710,   896.4135,  6.90443e-09,  3.63589e-09,  1.62478e-08,  1.63615e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  2.34350e-10,
00:04:29,    269048,   897.5638,  4.77886e-09,  3.63589e-09,  1.62478e-08,  7.00900e-10, -2.34350e-10,  1.66932e-09, -4.67625e-10,  7.01975e-10,
00:04:29,    269387,   899.0011,  5.84164e-09,  3.63469e-09,  1.62478e-08,  9.35250e-10,  0.00000e+00,  1.50193e-09, -2.33275e-10,  2.33275e-10,
00:04:29,    269725,   900.4384,  6.37425e-09,  3.37550e-09,  1.69153e-08,  1.40180e-09,  2.33275e-10,  2.00334e-09,  2.34350e-10,  0.00000e+00,
00:04:30,    270063,   901.8757,  4.77886e-09,  4.67386e-09,  1.66931e-08,  4.67625e-10, -4.67625e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:04:30,    270402,   903.3130,  5.31148e-09,  4.41347e-09,  1.82504e-08,  2.33275e-10, -2.34350e-10,  1.16868e-09, -4.67625e-10,  7.01975e-10,
00:04:30,    270739,   904.7503,  4.78130e-09,  3.89508e-09,  1.78061e-08,  9.35250e-10, -2.33275e-10,  1.66932e-09,  0.00000e+00,  2.33275e-10,
00:04:31,    271078,   905.8994,  2.65573e-09,  4.93306e-09,  1.80282e-08,  7.00900e-10, -2.34350e-10,  1.83594e-09, -2.34350e-10,  7.00900e-10,
00:04:31,    271416,   907.3367,  5.31148e-09,  4.41467e-09,  1.69143e-08,  7.00900e-10,  4.67625e-10,  1.83594e-09,  0.00000e+00,  7.00900e-10,
00:04:31,    271754,   908.4870,  3.71607e-09,  3.63589e-09,  1.73607e-08,  4.67625e-10, -2.34350e-10,  1.66932e-09, -4.67625e-10,  7.01975e-10,
00:04:32,    272093,   909.3478,  5.31148e-09,  4.41467e-09,  1.78050e-08,  1.40287e-09,  2.34350e-10,  2.33736e-09,  0.00000e+00,  7.00900e-10,
00:04:32,    272431,   911.3616,  4.77886e-09,  4.67386e-09,  1.84726e-08,  1.16852e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:04:32,    272770,   912.5106,  5.31148e-09,  5.19344e-09,  1.89190e-08,  9.34175e-10, -2.34350e-10,  1.66932e-09, -4.67625e-10,  7.00900e-10,
00:04:33,    273108,   913.6610,  6.37425e-09,  3.89508e-09,  1.95865e-08,  1.40180e-09,  0.00000e+00,  2.50321e-09,  2.34350e-10,  0.00000e+00,
00:04:33,    273445,   915.3853,  3.71607e-09,  4.41467e-09,  2.00318e-08,  4.67625e-10, -4.67625e-10,  2.00257e-09,  0.00000e+00,  7.00900e-10,
00:04:33,    273783,   916.5356,  5.31148e-09,  4.67386e-09,  1.91401e-08,  1.40180e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  7.00900e-10,
00:04:34,    274121,   917.6846,  5.31148e-09,  4.67386e-09,  1.91411e-08,  1.40287e-09,  7.00900e-10,  2.50398e-09,  4.67625e-10,  0.00000e+00,
00:04:34,    274460,   919.4102,  4.78130e-09,  4.41467e-09,  1.98087e-08,  9.34175e-10,  4.67625e-10,  1.83594e-09,  0.00000e+00,  9.34175e-10,
00:04:34,    274798,   920.8476,  7.43459e-09,  3.89508e-09,  2.04762e-08,  1.40180e-09,  2.34350e-10,  2.33659e-09,  4.67625e-10,  0.00000e+00,
00:04:35,    275136,   921.9966,  6.90443e-09,  4.41467e-09,  2.04762e-08,  1.40180e-09,  4.67625e-10,  2.33659e-09,  7.00900e-10,  0.00000e+00,
00:04:35,    275474,   923.4338,  5.84164e-09,  4.15547e-09,  2.09215e-08,  1.63615e-09,  2.34350e-10,  2.50398e-09,  0.00000e+00,  4.67625e-10,
00:04:35,    275813,   924.8712,  5.84409e-09,  3.89508e-09,  2.22566e-08,  4.67625e-10, -2.33275e-10,  1.50193e-09, -4.67625e-10,  4.67625e-10,
00:04:36,    276151,   926.0216,  5.84409e-09,  3.89508e-09,  2.13669e-08,  9.35250e-10,  0.00000e+00,  2.00334e-09,  2.33275e-10,  2.33275e-10,
00:04:36,    276489,   927.1706,  5.31148e-09,  4.67386e-09,  2.13658e-08,  1.16852e-09,  4.67625e-10,  2.67061e-09,  2.34350e-10,  0.00000e+00,
00:04:36,    276828,   928.6079,  4.78130e-09,  3.63469e-09,  2.38148e-08,  4.67625e-10, -2.34350e-10,  1.83594e-09, -4.67625e-10,  7.01975e-10,
00:04:37,    277167,   930.0452,  5.84164e-09,  3.63589e-09,  2.40370e-08,  7.00900e-10,  0.00000e+00,  1.83671e-09,  0.00000e+00,  2.33275e-10,
00:04:37,    277505,   931.4825,  6.90443e-09,  3.11630e-09,  2.33694e-08,  1.16852e-09,  4.67625e-10,  1.83671e-09,  2.33275e-10, -2.33275e-10,
00:04:37,    277843,   933.2067,  3.18591e-09,  4.15547e-09,  2.27019e-08,  7.00900e-10, -2.34350e-10,  1.66932e-09, -2.33275e-10,  7.01975e-10,
00:04:38,    278181,   934.3571,  4.77886e-09,  4.67386e-09,  2.33694e-08,  4.67625e-10, -4.67625e-10,  1.83671e-09,  0.00000e+00,  4.67625e-10,
00:04:38,    278519,   935.7944,  5.84409e-09,  4.41347e-09,  2.35927e-08,  4.67625e-10, -2.34350e-10,  1.83594e-09, -4.67625e-10,  4.67625e-10,
00:04:38,    278857,   936.9447,  4.78130e-09,  4.41467e-09,  2.49277e-08,  9.35250e-10, -2.34350e-10,  1.50193e-09, -2.34350e-10,  7.01975e-10,
00:04:39,    279195,   938.0938,  5.84164e-09,  3.63469e-09,  2.51509e-08,  7.01975e-10, -2.33275e-10,  1.66932e-09, -2.34350e-10,  2.33275e-10,
00:04:39,    279533,   939.5298,  4.24868e-09,  4.93306e-09,  2.42602e-08,  7.00900e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  7.00900e-10,
00:04:39,    279872,   941.2553,  3.71607e-09,  4.67386e-09,  2.53730e-08,  4.67625e-10, -2.34350e-10,  1.66932e-09, -2.34350e-10,  4.67625e-10,
00:04:40,    280210,   942.4057,  4.24868e-09,  4.41347e-09,  2.51509e-08,  9.35250e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  9.35250e-10,
00:04:40,    280548,   943.8430,  5.84409e-09,  4.15547e-09,  2.58173e-08,  1.16852e-09,  4.67625e-10,  2.33659e-09,  2.34350e-10,  2.34350e-10,
00:04:40,    280887,   944.9920,  4.77886e-09,  4.67386e-09,  2.49277e-08,  1.16852e-09,  4.67625e-10,  2.00334e-09,  2.34350e-10,  4.67625e-10,
00:04:41,    281224,   946.4294,  5.84164e-09,  4.93424e-09,  2.55952e-08,  1.16852e-09,  4.67625e-10,  2.33736e-09,  2.34350e-10,  4.67625e-10,
00:04:41,    281561,   947.8666,  5.31148e-09,  4.93306e-09,  2.64859e-08,  1.40287e-09,  2.34350e-10,  2.00334e-09,  2.34350e-10,  7.00900e-10,
00:04:41,    281900,   949.3039,  4.77886e-09,  4.67386e-09,  2.58184e-08,  9.35250e-10,  0.00000e+00,  2.00334e-09, -2.34350e-10,  7.00900e-10,
00:04:42,    282238,   950.4530,  6.37425e-09,  4.41347e-09,  2.64849e-08,  1.16852e-09,  0.00000e+00,  1.83594e-09,  2.33275e-10, -2.33275e-10,
00:04:42,    282577,   951.8916,  6.37425e-09,  3.89508e-09,  2.67081e-08,  1.40180e-09,  2.34350e-10,  2.33659e-09,  7.00900e-10,  2.34350e-10,
00:04:42,    282914,   953.3289,  6.90443e-09,  4.93306e-09,  2.78210e-08,  1.40180e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  4.67625e-10,
00:04:43,    283253,   954.4779,  5.31148e-09,  3.89508e-09,  2.96013e-08,  4.67625e-10, -4.67625e-10,  1.50193e-09, -4.67625e-10,  4.67625e-10,
00:04:43,    283592,   955.6270,  5.84164e-09,  3.89508e-09,  2.93792e-08,  7.01975e-10, -2.33275e-10,  2.00334e-09, -2.33275e-10,  2.33275e-10,
00:04:43,    283930,   957.0643,  5.31148e-09,  4.15428e-09,  2.84885e-08,  9.35250e-10,  0.00000e+00,  1.83671e-09,  2.33275e-10,  0.00000e+00,
00:04:44,    284268,   958.5029,  4.77886e-09,  5.45263e-09,  2.89338e-08,  7.00900e-10,  0.00000e+00,  2.00257e-09, -2.34350e-10,  7.01975e-10,
00:04:44,    284606,   959.9402,  5.31148e-09,  4.41347e-09,  2.98235e-08,  7.01975e-10, -2.34350e-10,  1.50269e-09, -4.67625e-10,  9.35250e-10,
00:04:44,    284945,   961.0892,  4.78130e-09,  4.15428e-09,  2.87117e-08,  7.01975e-10,  0.00000e+00,  1.50193e-09, -4.67625e-10,  4.67625e-10,
00:04:45,    285283,   963.1017,  4.77886e-09,  4.67386e-09,  2.87117e-08,  1.40287e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  2.34350e-10,
00:04:45,    285621,   963.9638,  4.24868e-09,  4.67386e-09,  2.93782e-08,  9.34175e-10,  2.34350e-10,  2.00334e-09,  0.00000e+00,  4.67625e-10,
00:04:45,    285958,   965.4012,  5.31148e-09,  5.19344e-09,  2.91560e-08,  7.00900e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  7.00900e-10,
00:04:46,    286296,   966.5515,  3.71852e-09,  4.93424e-09,  2.93782e-08,  4.67625e-10,  2.34350e-10,  1.83594e-09,  0.00000e+00,  7.00900e-10,
00:04:46,    286635,   968.2757,  3.18591e-09,  4.41467e-09,  2.98246e-08,  7.00900e-10, -2.34350e-10,  1.83594e-09, -2.34350e-10,  9.35250e-10,
00:04:46,    286973,   969.1378,  4.78130e-09,  4.67386e-09,  2.89338e-08,  1.16852e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  2.34350e-10,
00:04:47,    287312,   970.8634,  5.84409e-09,  5.19344e-09,  2.84885e-08,  1.16852e-09,  2.34350e-10,  2.16996e-09,  4.67625e-10,  2.34350e-10,
00:04:47,    287650,   972.3007,  5.31148e-09,  4.67386e-09,  3.09364e-08,  1.16852e-09,  4.67625e-10,  2.33736e-09,  2.34350e-10,  7.00900e-10,
00:04:47,    287988,   973.1614,  6.90443e-09,  3.89508e-09,  3.09364e-08,  7.00900e-10, -2.33275e-10,  2.00334e-09,  2.33275e-10,  0.00000e+00,
00:04:48,    288327,   974.6001,  5.84409e-09,  4.15428e-09,  3.07143e-08,  9.35250e-10, -2.33275e-10,  2.00334e-09,  2.33275e-10,  0.00000e+00,
00:04:48,    288665,   976.6126,  6.37425e-09,  4.67386e-09,  3.04910e-08,  1.40180e-09,  2.34350e-10,  2.33659e-09,  4.67625e-10,  0.00000e+00,
00:04:49,    289003,   977.7616,  4.24868e-09,  5.19344e-09,  2.87117e-08,  4.67625e-10, -2.34350e-10,  1.66932e-09, -7.00900e-10,  9.35250e-10,
00:04:49,    289341,   978.9120,  5.31148e-09,  5.19344e-09,  3.07143e-08,  7.00900e-10, -2.34350e-10,  2.00334e-09,  0.00000e+00,  4.67625e-10,
00:04:49,    289680,   980.3493,  5.84164e-09,  4.41347e-09,  3.11596e-08,  7.00900e-10,  0.00000e+00,  1.66932e-09,  0.00000e+00,  4.67625e-10,
00:04:50,    290018,   981.7866,  4.24868e-09,  5.19344e-09,  3.07143e-08,  7.00900e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  2.34350e-10,
00:04:50,    290357,   982.9356,  4.77886e-09,  4.93306e-09,  2.96013e-08,  4.67625e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  4.67625e-10,
00:04:50,    290695,   984.6599,  4.24868e-09,  4.67386e-09,  3.09374e-08,  7.00900e-10, -2.34350e-10,  1.50269e-09, -4.67625e-10,  9.35250e-10,
00:04:51,    291033,   986.0972,  5.84164e-09,  4.41347e-09,  3.09364e-08,  1.40180e-09,  4.66550e-10,  2.16996e-09,  2.34350e-10, -2.33275e-10,
00:04:51,    291371,   986.6724,  5.84409e-09,  4.93306e-09,  2.82653e-08,  1.16852e-09,  4.67625e-10,  2.33659e-09,  2.34350e-10,  2.34350e-10,
00:04:51,    291710,   988.1096,  5.31148e-09,  5.19344e-09,  2.93782e-08,  1.16852e-09,  2.33275e-10,  2.33736e-09,  0.00000e+00,  7.00900e-10,
