0000001024,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:09:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:02:21,    141895,   387.6297,  1.59320e-08,  3.63589e-09,  2.44823e-08,  1.16852e-09, -2.33275e-10,  2.33659e-09,  0.00000e+00,  9.35250e-10,
00:02:22,    142233,   389.0683,  1.69972e-08,  3.37550e-09,  2.49277e-08,  1.86942e-09,  9.35250e-10,  3.17125e-09,  7.01975e-10,  0.00000e+00,
00:02:22,    142572,   390.5056,  1.59320e-08,  3.89508e-09,  2.64849e-08,  2.33705e-09,  7.00900e-10,  2.83800e-09,  2.33275e-10,  7.00900e-10,
00:02:22,    142909,   391.9429,  1.54018e-08,  3.89508e-09,  2.82653e-08,  2.10377e-09,  7.00900e-10,  3.17201e-09,  4.67625e-10,  4.67625e-10,
00:02:23,    143248,   393.3802,  1.91203e-08,  2.59672e-09,  2.89338e-08,  1.40287e-09,  0.00000e+00,  3.00462e-09,  0.00000e+00,  2.33275e-10,
00:02:23,    143586,   394.5292,  1.75274e-08,  2.59672e-09,  3.22725e-08,  1.86942e-09,  4.67625e-10,  3.17125e-09,  7.00900e-10,  2.33275e-10,
00:02:23,    143923,   395.9665,  1.85902e-08,  3.11511e-09,  3.40529e-08,  2.10270e-09,  7.00900e-10,  3.00462e-09,  7.00900e-10,  2.33275e-10,
00:02:24,    144262,   397.1156,  1.75274e-08,  3.63469e-09,  3.56111e-08,  1.63615e-09,  7.00900e-10,  3.17125e-09,  4.67625e-10,  4.67625e-10,
00:02:24,    144599,   398.8411,  1.85902e-08,  3.89508e-09,  3.73905e-08,  1.16852e-09,  2.33275e-10,  3.17125e-09,  4.67625e-10,  9.35250e-10,
00:02:24,    144938,   399.7032,  1.80575e-08,  2.07713e-09,  4.07291e-08,  1.40180e-09,  4.67625e-10,  3.17125e-09,  4.67625e-10,  2.33275e-10,
00:02:25,    145276,   401.4288,  2.07133e-08,  3.11511e-09,  4.34003e-08,  1.86942e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10, -2.34350e-10,
00:02:25,    145615,   403.1530,  1.96505e-08,  3.11630e-09,  4.40678e-08,  1.86942e-09,  4.67625e-10,  3.00462e-09,  7.00900e-10,  2.33275e-10,
00:02:25,    145953,   404.0151,  1.80575e-08,  3.11511e-09,  4.82971e-08,  7.00900e-10, -2.34350e-10,  2.83723e-09, -4.67625e-10,  4.67625e-10,
00:02:26,    146291,   405.7394,  2.17761e-08,  3.11511e-09,  4.96322e-08,  1.63615e-09,  4.67625e-10,  3.00462e-09,  0.00000e+00,  0.00000e+00,
00:02:26,    146630,   407.1767,  2.23063e-08,  2.59672e-09,  5.34162e-08,  1.40180e-09,  4.67625e-10,  3.50526e-09,  4.67625e-10,  0.00000e+00,
00:02:26,    146968,   408.3270,  1.91203e-08,  3.63589e-09,  5.54198e-08,  9.34175e-10, -2.34350e-10,  2.50398e-09, -2.34350e-10,  1.40180e-09,
00:02:27,    147306,   409.7643,  2.12459e-08,  2.59672e-09,  5.72002e-08,  7.00900e-10, -4.67625e-10,  2.16996e-09, -2.34350e-10,  7.00900e-10,
00:02:27,    147645,   410.9134,  2.17761e-08,  2.59672e-09,  6.00935e-08,  9.35250e-10,  0.00000e+00,  2.67137e-09,  2.34350e-10,  0.00000e+00,
00:02:27,    147983,   412.3507,  2.23063e-08,  3.63469e-09,  6.34311e-08,  9.34175e-10, -2.34350e-10,  2.67061e-09, -7.00900e-10,  1.16852e-09,
00:02:28,    148321,   413.5011,  2.33689e-08,  3.63469e-09,  6.94409e-08,  4.67625e-10, -7.00900e-10,  2.67061e-09, -7.00900e-10,  9.35250e-10,
00:02:28,    148659,   414.9383,  2.17761e-08,  3.37550e-09,  6.87733e-08,  9.35250e-10, -2.33275e-10,  2.50398e-09, -4.67625e-10,  7.01975e-10,
00:02:28,    148998,   416.3756,  2.60248e-08,  3.37550e-09,  7.12213e-08,  1.63615e-09,  7.01975e-10,  2.67061e-09,  0.00000e+00,  9.35250e-10,
00:02:29,    149335,   417.5247,  2.23063e-08,  2.85591e-09,  7.34470e-08,  9.35250e-10, -2.34350e-10,  2.67061e-09, -2.34350e-10,  1.16852e-09,
00:02:29,    149673,   418.9620,  2.33689e-08,  3.89508e-09,  7.47831e-08,  9.34175e-10, -2.33275e-10,  2.83723e-09, -4.67625e-10,  9.35250e-10,
00:02:30,    150011,   420.3993,  2.33689e-08,  3.89508e-09,  7.96790e-08,  7.00900e-10, -4.67625e-10,  2.50398e-09, -4.67625e-10,  9.35250e-10,
00:02:30,    150350,   421.8366,  2.28389e-08,  3.37550e-09,  8.25733e-08,  4.67625e-10, -7.00900e-10,  2.67061e-09, -4.67625e-10,  9.35250e-10,
00:02:30,    150688,   423.2739,  2.49618e-08,  3.63469e-09,  8.45749e-08,  1.86942e-09,  2.34350e-10,  3.50604e-09,  2.33275e-10,  2.34350e-10,
00:02:31,    151025,   424.4242,  2.54945e-08,  3.11511e-09,  8.88042e-08,  7.00900e-10, -2.33275e-10,  2.50398e-09, -2.33275e-10,  4.67625e-10,
00:02:31,    151363,   425.5733,  2.39016e-08,  3.89508e-09,  8.83589e-08,  1.16852e-09,  0.00000e+00,  2.83723e-09, -2.34350e-10,  9.35250e-10,
00:02:31,    151702,   427.2989,  2.38991e-08,  3.89508e-09,  8.76924e-08,  7.00900e-10, -2.34350e-10,  2.67061e-09, -7.00900e-10,  1.16852e-09,
00:02:32,    152039,   428.7361,  2.44318e-08,  3.37550e-09,  9.21429e-08,  4.67625e-10,  0.00000e+00,  2.33736e-09, -4.67625e-10,  9.35250e-10,
00:02:32,    152378,   430.1721,  2.33689e-08,  3.37550e-09,  9.08068e-08,  1.40287e-09,  0.00000e+00,  3.33864e-09,  0.00000e+00,  9.35250e-10,
00:02:32,    152716,   431.3225,  2.60248e-08,  3.89389e-09,  9.30326e-08,  1.16852e-09,  7.00900e-10,  3.50604e-09,  2.34350e-10,  2.34350e-10,
00:02:33,    153054,   432.7598,  2.60248e-08,  3.63469e-09,  9.28104e-08,  7.00900e-10,  2.34350e-10,  3.17201e-09,  0.00000e+00,  7.00900e-10,
00:02:33,    153392,   433.6219,  2.28389e-08,  3.63589e-09,  9.37011e-08,  7.00900e-10, -4.67625e-10,  2.67061e-09, -2.34350e-10,  7.01975e-10,
00:02:33,    153729,   435.0592,  2.33689e-08,  3.11511e-09,  9.32557e-08,  2.34350e-10, -4.67625e-10,  2.33736e-09, -4.67625e-10,  7.01975e-10,
00:02:34,    154068,   436.7848,  2.39016e-08,  2.59672e-09,  9.45908e-08,  1.63615e-09,  7.00900e-10,  3.00462e-09,  7.00900e-10,  2.33275e-10,
00:02:34,    154405,   438.2220,  2.28389e-08,  3.37550e-09,  9.59267e-08,  2.34350e-10, -4.67625e-10,  2.33659e-09, -7.00900e-10,  7.01975e-10,
00:02:34,    154743,   439.3711,  2.23087e-08,  3.37550e-09,  9.59267e-08,  1.40180e-09,  4.67625e-10,  3.33864e-09,  2.34350e-10,  0.00000e+00,
00:02:35,    155080,   440.5215,  1.96530e-08,  2.85591e-09,  9.54810e-08,  4.67625e-10, -2.33275e-10,  2.50398e-09, -2.33275e-10,  4.67625e-10,
00:02:35,    155418,   441.9575,  2.07133e-08,  3.37550e-09,  9.79286e-08,  7.00900e-10,  2.34350e-10,  2.67061e-09,  0.00000e+00,  9.35250e-10,
00:02:35,    155756,   443.1078,  2.01831e-08,  3.63589e-09,  9.63705e-08,  7.00900e-10,  0.00000e+00,  2.67061e-09, -4.67625e-10,  9.35250e-10,
00:02:36,    156095,   444.8334,  1.85877e-08,  3.11630e-09,  9.61486e-08,  4.67625e-10, -2.34350e-10,  2.33659e-09, -4.67625e-10,  1.16852e-09,
00:02:36,    156433,   445.9824,  1.54018e-08,  3.37550e-09,  9.63714e-08,  1.16852e-09,  4.67625e-10,  3.00462e-09,  4.67625e-10,  4.67625e-10,
00:02:36,    156772,   447.4197,  1.80575e-08,  3.89508e-09,  9.74838e-08,  9.35250e-10, -2.33275e-10,  2.67061e-09, -4.67625e-10,  9.35250e-10,
00:02:37,    157109,   448.8557,  1.48716e-08,  4.15428e-09,  9.85971e-08,  9.34175e-10, -2.34350e-10,  2.50398e-09, -2.34350e-10,  9.35250e-10,
00:02:37,    157448,   450.0074,  1.80575e-08,  2.85711e-09,  9.88190e-08,  1.40180e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  2.33275e-10,
00:02:37,    157786,   451.7316,  1.69948e-08,  3.37550e-09,  1.00377e-07,  1.40287e-09,  4.67625e-10,  3.00462e-09,  4.67625e-10,  2.34350e-10,
00:02:38,    158125,   452.5937,  1.64646e-08,  3.37550e-09,  1.01268e-07,  1.40287e-09,  4.67625e-10,  3.33864e-09,  2.34350e-10,  7.00900e-10,
00:02:38,    158463,   454.0310,  1.80575e-08,  2.33633e-09,  1.03050e-07,  9.35250e-10,  0.00000e+00,  2.83800e-09,  4.67625e-10,  0.00000e+00,
00:02:38,    158801,   455.4683,  1.54043e-08,  3.11630e-09,  1.03048e-07,  1.16852e-09,  2.34350e-10,  2.83800e-09,  4.67625e-10,  0.00000e+00,
00:02:39,    159139,   456.9056,  1.69948e-08,  3.63469e-09,  1.06609e-07,  1.40287e-09,  2.34350e-10,  3.33864e-09,  9.35250e-10,  0.00000e+00,
00:02:39,    159478,   458.3416,  1.59344e-08,  2.85591e-09,  1.07945e-07,  9.35250e-10,  0.00000e+00,  3.00462e-09,  2.34350e-10,  0.00000e+00,
00:02:39,    159816,   459.7802,  1.85877e-08,  2.07713e-09,  1.09280e-07,  1.16852e-09,  4.67625e-10,  2.67061e-09,  2.33275e-10,  2.33275e-10,
00:02:40,    160155,   461.2175,  1.75274e-08,  2.85711e-09,  1.07945e-07,  1.40180e-09,  2.34350e-10,  2.83800e-09,  4.67625e-10, -2.33275e-10,
00:02:40,    160493,   462.6548,  1.48716e-08,  2.59672e-09,  1.09503e-07,  2.33275e-10, -4.67625e-10,  2.50398e-09, -4.67625e-10,  2.33275e-10,
00:02:40,    160832,   463.8039,  1.59344e-08,  3.11511e-09,  1.13953e-07,  4.67625e-10,  0.00000e+00,  2.67137e-09, -4.67625e-10,  2.33275e-10,
00:02:41,    161170,   465.2411,  1.69948e-08,  2.59672e-09,  1.15290e-07,  7.01975e-10,  0.00000e+00,  2.50398e-09,  0.00000e+00,  0.00000e+00,
00:02:41,    161508,   466.3915,  1.59320e-08,  3.89508e-09,  1.15735e-07,  4.67625e-10,  2.34350e-10,  2.33659e-09, -2.34350e-10,  9.35250e-10,
00:02:41,    161847,   467.8288,  1.69948e-08,  2.85591e-09,  1.18407e-07,  7.00900e-10, -2.33275e-10,  2.50398e-09, -4.67625e-10,  7.00900e-10,
00:02:42,    162184,   469.2661,  1.69972e-08,  2.85591e-09,  1.19740e-07,  7.00900e-10, -2.34350e-10,  2.33659e-09, -2.33275e-10,  4.67625e-10,
00:02:42,    162523,   470.7034,  1.85877e-08,  3.37550e-09,  1.19964e-07,  9.34175e-10, -2.34350e-10,  2.83800e-09,  2.34350e-10,  9.35250e-10,
00:02:42,    162861,   472.1407,  1.85877e-08,  3.63589e-09,  1.21076e-07,  7.01975e-10,  0.00000e+00,  2.33659e-09, -2.34350e-10,  7.01975e-10,
00:02:43,    163199,   473.5780,  1.96505e-08,  2.85711e-09,  1.19964e-07,  9.34175e-10,  4.67625e-10,  2.67137e-09,  0.00000e+00,  4.67625e-10,
00:02:43,    163537,   474.7270,  2.23063e-08,  3.11630e-09,  1.21522e-07,  7.00900e-10,  0.00000e+00,  3.00462e-09, -2.34350e-10,  7.01975e-10,
00:02:43,    163875,   476.1644,  2.60270e-08,  3.63589e-09,  1.25750e-07,  9.34175e-10, -2.34350e-10,  2.16996e-09, -2.34350e-10,  9.35250e-10,
00:02:44,    164213,   477.3147,  2.54945e-08,  3.11630e-09,  1.23079e-07,  1.40180e-09,  2.34350e-10,  2.33736e-09,  2.34350e-10,  2.33275e-10,
00:02:44,    164551,   478.4638,  2.44318e-08,  3.11630e-09,  1.22857e-07,  1.16852e-09,  2.34350e-10,  2.33736e-09,  2.34350e-10,  4.67625e-10,
00:02:44,    164890,   480.1893,  2.28389e-08,  3.63589e-09,  1.24192e-07,  9.34175e-10,  0.00000e+00,  2.16996e-09,  0.00000e+00,  7.00900e-10,
00:02:45,    165228,   481.3383,  2.81502e-08,  2.33633e-09,  1.23526e-07,  9.35250e-10,  0.00000e+00,  2.67061e-09,  2.34350e-10,  2.33275e-10,
00:02:45,    165565,   483.0626,  2.81502e-08,  3.63589e-09,  1.24192e-07,  9.34175e-10, -2.34350e-10,  2.00257e-09, -2.34350e-10,  9.35250e-10,
00:02:45,    165903,   484.2129,  3.08059e-08,  2.85711e-09,  1.22633e-07,  1.40180e-09,  7.00900e-10,  2.67137e-09,  2.34350e-10,  4.67625e-10,
00:02:46,    166241,   485.3633,  3.02759e-08,  3.63469e-09,  1.22411e-07,  1.40287e-09,  2.34350e-10,  3.00462e-09,  4.67625e-10,  4.67625e-10,
00:02:46,    166580,   487.0875,  3.02734e-08,  3.11630e-09,  1.17960e-07,  1.40287e-09,  4.67625e-10,  2.83800e-09, -2.34350e-10,  7.00900e-10,
00:02:46,    166918,   488.2379,  3.13361e-08,  2.85591e-09,  1.16847e-07,  1.40180e-09,  2.33275e-10,  2.33736e-09,  2.34350e-10,  0.00000e+00,
00:02:47,    167257,   489.3870,  3.02759e-08,  3.11630e-09,  1.13509e-07,  1.40287e-09,  4.67625e-10,  2.50398e-09,  2.33275e-10,  4.67625e-10,
00:02:47,    167594,   491.1125,  2.92107e-08,  3.11630e-09,  1.13064e-07,  1.16852e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  2.34350e-10,
00:02:47,    167933,   491.6864,  3.13361e-08,  2.33633e-09,  1.07277e-07,  1.16852e-09,  0.00000e+00,  2.50398e-09,  0.00000e+00,  0.00000e+00,
00:02:48,    168271,   493.4119,  2.92107e-08,  2.85591e-09,  1.05050e-07,  1.16852e-09,  2.34350e-10,  2.33659e-09,  4.67625e-10,  2.33275e-10,
00:02:48,    168610,   494.8492,  2.97432e-08,  3.11630e-09,  9.90419e-08,  1.16852e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  2.33275e-10,
00:02:48,    168948,   496.5734,  3.02759e-08,  3.11511e-09,  9.79286e-08,  4.67625e-10, -4.67625e-10,  2.16996e-09, -2.33275e-10,  4.67625e-10,
00:02:49,    169286,   497.7238,  2.86805e-08,  2.85591e-09,  9.21429e-08,  9.35250e-10,  0.00000e+00,  2.50398e-09, -2.34350e-10,  2.33275e-10,
00:02:49,    169624,   498.5846,  2.76200e-08,  2.33633e-09,  8.68016e-08,  9.35250e-10,  2.34350e-10,  2.00257e-09,  0.00000e+00,  4.67625e-10,
00:02:49,    169962,   500.5984,  2.70875e-08,  2.85591e-09,  8.30176e-08,  1.16852e-09,  2.33275e-10,  2.33736e-09,  0.00000e+00,  2.33275e-10,
00:02:50,    170299,   501.7475,  2.76177e-08,  2.59672e-09,  8.05697e-08,  9.35250e-10,  0.00000e+00,  2.33659e-09,  2.33275e-10,  2.33275e-10,
00:02:50,    170636,   503.1848,  2.70875e-08,  2.07713e-09,  7.54496e-08,  9.35250e-10,  0.00000e+00,  2.33736e-09,  2.33275e-10,  4.67625e-10,
00:02:50,    170975,   504.6221,  2.70875e-08,  3.11630e-09,  6.92177e-08,  1.40180e-09,  2.33275e-10,  2.16996e-09,  0.00000e+00,  2.33275e-10,
00:02:51,    171313,   505.7711,  2.23087e-08,  3.63469e-09,  6.78827e-08,  4.67625e-10,  0.00000e+00,  2.16996e-09, -2.34350e-10,  7.01975e-10,
00:02:51,    171651,   507.2097,  2.39016e-08,  3.37550e-09,  6.18739e-08,  4.67625e-10, -4.67625e-10,  2.16996e-09,  0.00000e+00,  7.01975e-10,
00:02:51,    171988,   508.9340,  2.23063e-08,  3.37550e-09,  5.58651e-08,  4.67625e-10,  0.00000e+00,  2.16996e-09, -4.67625e-10,  9.35250e-10,
00:02:52,    172326,   509.7961,  2.17761e-08,  2.59672e-09,  5.25266e-08,  7.00900e-10, -2.34350e-10,  2.16996e-09, -2.34350e-10,  2.33275e-10,
00:02:52,    172665,   510.9464,  2.17761e-08,  2.85591e-09,  4.89647e-08,  1.16852e-09, -2.34350e-10,  2.16996e-09,  0.00000e+00,  4.67625e-10,
00:02:53,    173003,   512.6707,  1.85902e-08,  3.89508e-09,  4.54039e-08,  9.34175e-10,  2.34350e-10,  2.16996e-09, -2.34350e-10,  7.01975e-10,
00:02:53,    173342,   514.1080,  2.07133e-08,  3.63589e-09,  4.00616e-08,  7.00900e-10, -2.34350e-10,  2.00257e-09, -2.34350e-10,  9.35250e-10,
00:02:53,    173680,   515.5453,  2.07133e-08,  3.11511e-09,  3.80590e-08,  7.00900e-10, -4.67625e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:02:54,    174018,   516.6943,  2.07158e-08,  3.37550e-09,  3.42750e-08,  1.40180e-09,  4.67625e-10,  2.67061e-09,  2.34350e-10,  2.33275e-10,
00:02:54,    174356,   518.4199,  2.07133e-08,  3.11630e-09,  3.04910e-08,  1.40287e-09,  2.33275e-10,  2.33736e-09,  0.00000e+00,  7.00900e-10,
00:02:54,    174693,   519.5689,  1.80575e-08,  3.89508e-09,  2.75978e-08,  1.40287e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  4.67625e-10,
00:02:55,    175032,   520.7193,  1.80575e-08,  3.89508e-09,  2.42591e-08,  9.34175e-10, -2.34350e-10,  2.50398e-09,  0.00000e+00,  9.34175e-10,
00:02:55,    175370,   522.1566,  1.80575e-08,  3.37550e-09,  2.15890e-08,  1.16852e-09,  2.34350e-10,  2.00257e-09,  0.00000e+00,  7.00900e-10,
00:02:55,    175708,   523.5939,  1.85902e-08,  2.59672e-09,  2.04762e-08,  1.40287e-09,  2.34350e-10,  2.33659e-09,  4.67625e-10,  2.33275e-10,
00:02:56,    176046,   525.0312,  1.91203e-08,  2.59672e-09,  1.82504e-08,  1.63615e-09,  7.00900e-10,  2.33659e-09,  9.34175e-10,  0.00000e+00,
00:02:56,    176383,   526.4685,  1.96530e-08,  3.11630e-09,  1.69143e-08,  1.86942e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  4.67625e-10,
00:02:56,    176721,   527.6175,  1.91203e-08,  2.59672e-09,  1.53571e-08,  1.63615e-09,  4.67625e-10,  2.16996e-09,  2.34350e-10,  2.34350e-10,
00:02:57,    177058,   529.0548,  1.85902e-08,  2.85711e-09,  1.51339e-08,  1.86942e-09,  4.67625e-10,  2.33659e-09,  2.34350e-10,  2.33275e-10,
00:02:57,    177395,   530.2039,  1.80575e-08,  3.37550e-09,  1.40221e-08,  4.67625e-10, -2.34350e-10,  1.66932e-09, -7.00900e-10,  7.01975e-10,
00:02:57,    177733,   531.6425,  1.69972e-08,  3.11630e-09,  1.31313e-08,  1.63615e-09,  2.34350e-10,  2.33736e-09,  2.34350e-10,  4.67625e-10,
00:02:58,    178072,   533.0798,  1.80575e-08,  3.37550e-09,  1.35767e-08,  1.16852e-09,  2.33275e-10,  2.00257e-09,  0.00000e+00,  7.01975e-10,
00:02:58,    178410,   534.5171,  1.64646e-08,  3.63469e-09,  1.31313e-08,  1.40180e-09,  2.34350e-10,  2.16996e-09,  0.00000e+00,  7.00900e-10,
00:02:58,    178748,   535.6661,  1.80600e-08,  2.85591e-09,  1.40210e-08,  1.16852e-09,  4.67625e-10,  2.67061e-09,  2.33275e-10,  2.33275e-10,
00:02:59,    179087,   537.1034,  1.96530e-08,  3.37550e-09,  1.24638e-08,  1.86942e-09,  7.00900e-10,  2.33659e-09,  4.67625e-10,  2.33275e-10,
00:02:59,    179425,   538.5407,  1.64646e-08,  2.59672e-09,  1.31313e-08,  1.63615e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:02:59,    179763,   539.6911,  1.69972e-08,  2.85591e-09,  1.26870e-08,  9.35250e-10, -2.33275e-10,  1.66932e-09, -2.34350e-10,  0.00000e+00,
00:03:00,    180102,   541.1284,  2.01831e-08,  2.33633e-09,  1.31313e-08,  1.63615e-09,  2.34350e-10,  2.00334e-09,  4.66550e-10,  2.33275e-10,
00:03:00,    180439,   542.2774,  1.91203e-08,  2.85591e-09,  1.22407e-08,  1.16852e-09,  2.33275e-10,  2.33659e-09,  4.67625e-10,  0.00000e+00,
00:03:00,    180778,   544.0030,  1.64646e-08,  3.37550e-09,  1.24638e-08,  9.34175e-10, -2.34350e-10,  1.83594e-09, -7.00900e-10,  7.01975e-10,
00:03:01,    181117,   545.4403,  1.64646e-08,  2.59672e-09,  1.26860e-08,  1.16852e-09, -7.00900e-10,  1.83594e-09, -4.67625e-10,  1.16852e-09,
00:03:01,    181455,   546.5893,  1.69972e-08,  2.59672e-09,  1.33535e-08,  9.35250e-10,  0.00000e+00,  2.00334e-09, -4.67625e-10,  7.01975e-10,
00:03:01,    181793,   547.7397,  1.69948e-08,  3.63469e-09,  1.20185e-08,  1.40180e-09,  2.33275e-10,  2.00334e-09,  0.00000e+00,  9.35250e-10,
00:03:02,    182132,   549.1770,  1.54018e-08,  3.37550e-09,  1.22416e-08,  9.34175e-10,  0.00000e+00,  1.66932e-09,  0.00000e+00,  9.35250e-10,
00:03:02,    182470,   550.3260,  1.59320e-08,  3.37550e-09,  1.22407e-08,  9.34175e-10, -2.33275e-10,  2.00257e-09, -2.34350e-10,  1.16852e-09,
00:03:02,    182808,   551.7633,  1.85902e-08,  1.81674e-09,  1.22407e-08,  1.40287e-09,  2.33275e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:03:03,    183146,   553.2006,  1.75274e-08,  2.59672e-09,  1.15731e-08,  1.63615e-09,  4.67625e-10,  2.33659e-09,  7.00900e-10,  2.34350e-10,
00:03:03,    183484,   554.9248,  1.64646e-08,  3.11630e-09,  1.20185e-08,  1.40287e-09,  4.67625e-10,  2.50398e-09,  0.00000e+00,  7.01975e-10,
00:03:03,    183823,   556.0752,  1.59344e-08,  2.59672e-09,  1.17963e-08,  1.16852e-09,  0.00000e+00,  1.66932e-09,  2.33275e-10,  0.00000e+00,
00:03:04,    184160,   557.2243,  1.54018e-08,  3.89508e-09,  1.17952e-08,  1.40287e-09,  0.00000e+00,  2.00257e-09,  0.00000e+00,  7.01975e-10,
00:03:04,    184498,   558.6616,  1.75274e-08,  2.33633e-09,  1.22416e-08,  1.40180e-09,  2.34350e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:03:04,    184837,   560.1002,  1.64646e-08,  3.11630e-09,  1.20185e-08,  1.63615e-09,  7.00900e-10,  2.00334e-09,  7.00900e-10,  0.00000e+00,
00:03:05,    185175,   561.8244,  1.54018e-08,  3.63469e-09,  1.15731e-08,  1.86942e-09,  4.67625e-10,  2.50398e-09,  7.00900e-10,  2.33275e-10,
00:03:05,    185513,   562.6865,  1.48716e-08,  2.85591e-09,  1.24628e-08,  7.00900e-10, -2.34350e-10,  1.83671e-09, -4.67625e-10,  7.01975e-10,
00:03:05,    185851,   564.1238,  1.59344e-08,  2.85591e-09,  1.22416e-08,  1.16852e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  2.33275e-10,
00:03:06,    186190,   565.5611,  1.64646e-08,  2.59672e-09,  1.24638e-08,  1.86942e-09,  0.00000e+00,  2.00334e-09,  2.33275e-10,  2.33275e-10,
00:03:06,    186528,   566.7115,  1.32787e-08,  3.11511e-09,  1.17963e-08,  9.34175e-10, -2.34350e-10,  1.50193e-09, -2.33275e-10,  9.35250e-10,
00:03:06,    186866,   568.1475,  1.43415e-08,  3.11511e-09,  1.24638e-08,  9.35250e-10, -2.34350e-10,  1.66932e-09, -2.33275e-10,  4.67625e-10,
00:03:07,    187205,   569.5848,  1.43415e-08,  2.33752e-09,  1.17963e-08,  9.34175e-10, -4.67625e-10,  2.16996e-09,  0.00000e+00,  7.01975e-10,
00:03:07,    187543,   571.0221,  1.27461e-08,  3.37550e-09,  1.13510e-08,  9.34175e-10,  0.00000e+00,  1.66932e-09,  0.00000e+00,  9.35250e-10,
00:03:07,    187881,   572.1724,  1.22159e-08,  3.11630e-09,  1.24638e-08,  1.16852e-09, -4.67625e-10,  1.83594e-09, -2.34350e-10,  9.35250e-10,
00:03:08,    188220,   573.6098,  1.32787e-08,  2.85591e-09,  1.26870e-08,  9.35250e-10, -2.34350e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:03:08,    188558,   574.7588,  1.16833e-08,  3.63469e-09,  1.09056e-08,  1.40180e-09,  4.67625e-10,  2.16996e-09,  2.34350e-10,  4.67625e-10,
00:03:08,    188897,   576.1961,  1.22159e-08,  3.11630e-09,  1.15731e-08,  1.63615e-09,  2.34350e-10,  2.00257e-09,  0.00000e+00,  9.35250e-10,
00:03:09,    189235,   577.9217,  1.27461e-08,  3.37550e-09,  1.11288e-08,  1.40180e-09,  0.00000e+00,  1.83594e-09, -2.34350e-10,  1.16852e-09,
00:03:09,    189573,   579.0707,  1.38089e-08,  2.33633e-09,  1.24638e-08,  1.86942e-09,  4.67625e-10,  2.00334e-09,  4.67625e-10,  4.67625e-10,
00:03:09,    189912,   580.2198,  1.16833e-08,  2.85591e-09,  1.13510e-08,  2.33597e-09,  2.34350e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:03:10,    190250,   581.6583,  1.16833e-08,  3.89508e-09,  1.11277e-08,  1.86942e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  7.01975e-10,
00:03:10,    190588,   583.0957,  1.16857e-08,  2.85591e-09,  1.17963e-08,  1.86942e-09,  2.34350e-10,  2.00334e-09,  0.00000e+00,  0.00000e+00,
00:03:10,    190927,   584.5329,  1.32762e-08,  3.11630e-09,  1.13510e-08,  2.10270e-09,  4.67625e-10,  2.00334e-09,  4.67625e-10,  2.34350e-10,
00:03:11,    191264,   585.9702,  1.11556e-08,  2.59672e-09,  1.20185e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  7.00900e-10,  4.67625e-10,
00:03:11,    191603,   587.1193,  1.11556e-08,  3.11511e-09,  1.22416e-08,  9.34175e-10, -2.34350e-10,  1.83594e-09, -2.34350e-10,  9.34175e-10,
